date,hour,minute,bdaddr
2022-04-21,4,45,102
2022-04-21,5,0,489
2022-04-21,5,15,53
2022-04-21,12,15,529
2022-04-21,12,30,1398
2022-04-21,12,45,201
2022-04-27,15,15,238
2022-04-27,15,30,607
2022-04-27,15,45,2646
2022-04-27,16,0,2597
2022-04-27,16,15,2888
2022-04-27,16,30,3212
2022-04-27,16,45,3203
2022-04-27,17,0,3019
2022-04-27,17,15,3293
2022-04-27,17,30,3356
2022-04-27,17,45,3378
2022-04-27,18,0,2770
2022-04-27,18,15,3037
2022-04-27,18,30,3182
2022-04-27,18,45,2424
2022-04-27,19,0,2402
2022-04-27,19,15,2278
2022-04-27,19,30,2805
2022-04-27,19,45,2072
2022-04-27,20,0,1606
2022-04-27,20,15,1840
2022-04-27,20,30,1949
2022-04-27,20,45,1675
2022-04-27,21,0,1484
2022-04-27,21,15,1591
2022-04-27,21,30,1459
2022-04-27,21,45,1298
2022-04-27,22,0,1680
2022-04-27,22,15,1376
2022-04-27,22,30,1409
2022-04-27,22,45,1437
2022-04-27,23,0,1433
2022-04-27,23,15,1224
2022-04-27,23,30,1157
2022-04-27,23,45,1130
2022-04-28,0,0,950
2022-04-28,0,15,925
2022-04-28,0,30,944
2022-04-28,0,45,907
2022-04-28,1,0,983
2022-04-28,1,15,1265
2022-04-28,1,30,1187
2022-04-28,1,45,1179
2022-04-28,2,0,1060
2022-04-28,2,15,1114
2022-04-28,2,30,1124
2022-04-28,2,45,1282
2022-04-28,3,0,1228
2022-04-28,3,15,1123
2022-04-28,3,30,1144
2022-04-28,3,45,1247
2022-04-28,4,0,1129
2022-04-28,4,15,285
2022-04-28,4,30,1116
2022-04-28,4,45,1384
2022-04-28,5,0,1361
2022-04-28,5,15,1468
2022-04-28,5,30,1399
2022-04-28,5,45,1281
2022-04-28,6,0,1159
2022-04-28,6,15,1193
2022-04-28,6,30,1447
2022-04-28,6,45,1458
2022-04-28,7,0,1520
2022-04-28,7,15,1669
2022-04-28,7,30,2160
2022-04-28,7,45,2349
2022-04-28,8,0,2655
2022-04-28,8,15,2371
2022-04-28,8,30,2002
2022-04-28,8,45,2129
2022-04-28,9,0,2077
2022-04-28,9,15,1917
2022-04-28,9,30,2117
2022-04-28,9,45,2485
2022-04-28,10,0,2300
2022-04-28,10,15,2604
2022-04-28,10,30,2661
2022-04-28,10,45,2482
2022-04-28,11,0,2347
2022-04-28,11,15,2519
2022-04-28,11,30,3493
2022-04-28,11,45,3729
2022-04-28,12,0,3969
2022-04-28,12,15,4741
