date,hour,minute,bdaddr
2022-04-21,4,0,223
2022-04-21,4,15,516
2022-04-21,4,30,601
2022-04-21,12,15,642
2022-04-21,12,30,441
2022-05-21,14,30,418
2022-05-21,14,45,2829
2022-05-21,15,0,1924
2022-05-21,15,15,1777
2022-05-21,15,30,1727
2022-05-21,15,45,1086
2022-05-21,16,15,369
2022-05-21,16,30,1406
2022-05-21,16,45,131
2022-05-21,17,0,653
2022-05-21,17,45,2067
2022-05-21,18,0,427
2022-05-21,18,15,447
2022-05-21,18,30,1751
2022-05-21,18,45,2192
2022-05-21,19,0,1691
2022-05-21,19,15,2209
2022-05-21,19,30,2791
2022-05-21,19,45,2965
2022-05-21,20,0,2393
2022-05-21,20,15,2296
2022-05-21,20,30,1909
2022-05-21,20,45,1286
2022-05-28,17,30,248
2022-05-28,17,45,1495
2022-05-28,18,0,873
2022-05-28,18,15,1890
2022-05-28,18,30,1628
2022-05-28,18,45,1567
2022-05-28,19,0,1639
2022-05-28,19,15,1346
2022-05-28,19,30,1708
2022-05-28,19,45,1295
2022-05-28,20,0,1464
2022-05-28,20,15,1310
2022-05-28,20,30,1455
2022-05-28,20,45,1334
2022-05-28,21,0,1184
2022-05-28,21,15,1161
2022-05-28,21,30,1195
2022-05-28,21,45,966
2022-05-28,22,0,929
2022-05-28,22,15,733
2022-05-28,22,30,952
2022-05-28,22,45,612
2022-05-28,23,0,660
2022-05-28,23,15,589
2022-05-28,23,30,643
2022-05-28,23,45,660
2022-05-29,0,0,559
2022-05-29,0,15,610
2022-05-29,0,30,550
2022-05-29,0,45,475
2022-05-29,1,0,505
2022-05-29,1,15,461
2022-05-29,1,30,477
2022-05-29,1,45,532
2022-05-29,2,0,484
2022-05-29,2,15,501
2022-05-29,2,30,461
2022-05-29,2,45,524
2022-05-29,3,0,536
2022-05-29,3,15,512
2022-05-29,3,30,463
2022-05-29,3,45,451
2022-05-29,4,0,377
2022-05-29,4,15,262
2022-05-29,4,30,462
2022-05-29,4,45,449
2022-05-29,5,0,431
2022-05-29,5,15,527
2022-05-29,5,30,512
2022-05-29,5,45,471
2022-05-29,6,0,466
2022-05-29,6,15,525
2022-05-29,6,30,491
2022-05-29,6,45,534
2022-05-29,7,0,460
2022-05-29,7,15,476
2022-05-29,7,30,517
2022-05-29,7,45,630
2022-05-29,8,0,612
2022-05-29,8,15,650
2022-05-29,8,30,672
2022-05-29,8,45,896
2022-05-29,9,0,717
2022-05-29,9,15,820
2022-05-29,9,30,831
2022-05-29,9,45,985
2022-05-29,10,0,687
2022-05-29,10,15,1033
2022-05-29,10,30,1473
2022-05-29,10,45,1618
2022-05-29,11,0,1107
2022-05-29,11,15,989
2022-05-29,11,30,1002
2022-05-29,11,45,1209
2022-05-29,12,0,1122
2022-05-29,12,15,1666
2022-05-29,12,30,1654
2022-05-29,12,45,1334
2022-05-29,13,0,1347
2022-05-29,13,15,1300
2022-05-29,13,30,1674
2022-05-29,13,45,1680
2022-05-29,14,0,1385
2022-05-29,14,15,1481
2022-05-29,14,30,1433
2022-05-29,14,45,1269
2022-05-29,15,0,1166
2022-05-29,15,15,1199
2022-05-29,15,30,1094
2022-05-29,15,45,1464
2022-05-29,16,0,1274
2022-05-29,16,15,1179
2022-05-29,16,30,1082
2022-05-29,16,45,1359
2022-05-29,17,0,1286
2022-05-29,17,15,1247
2022-05-29,17,30,1277
2022-05-29,17,45,1248
2022-05-29,18,0,1327
2022-05-29,18,15,1739
2022-05-29,18,30,1747
2022-05-29,18,45,1790
2022-05-29,19,0,1564
2022-05-29,19,15,1409
2022-05-29,19,30,1165
2022-05-29,19,45,1128
2022-05-29,20,0,998
2022-05-29,20,15,1099
2022-05-29,20,30,1028
2022-05-29,20,45,1021
2022-05-29,21,0,923
2022-05-29,21,15,691
2022-05-29,21,30,673
2022-05-29,21,45,522
2022-05-29,22,0,543
2022-05-29,22,15,465
2022-05-29,22,30,431
2022-05-29,22,45,501
2022-05-29,23,0,395
2022-05-29,23,15,426
2022-05-29,23,30,441
2022-05-29,23,45,436
2022-05-30,0,0,426
2022-05-30,0,15,414
2022-05-30,0,30,401
2022-05-30,0,45,384
2022-05-30,1,0,354
2022-05-30,1,15,380
2022-05-30,1,30,384
2022-05-30,1,45,373
2022-05-30,2,0,349
2022-05-30,2,15,371
2022-05-30,2,30,382
2022-05-30,2,45,362
2022-05-30,3,0,348
2022-05-30,3,15,360
2022-05-30,3,30,366
2022-05-30,3,45,356
2022-05-30,4,0,297
2022-05-30,4,15,253
2022-05-30,4,30,365
2022-05-30,4,45,358
2022-05-30,5,0,396
2022-05-30,5,15,387
2022-05-30,5,30,371
2022-05-30,5,45,375
2022-05-30,6,0,379
2022-05-30,6,15,449
2022-05-30,6,30,464
2022-05-30,6,45,538
2022-05-30,7,0,618
2022-05-30,7,15,752
2022-05-30,7,30,995
2022-05-30,7,45,1093
2022-05-30,8,0,1242
2022-05-30,8,15,1657
2022-05-30,8,30,1720
2022-05-30,8,45,1633
2022-05-30,9,0,1190
2022-05-30,9,15,1348
2022-05-30,9,30,1542
2022-05-30,9,45,1513
2022-05-30,10,0,1466
2022-05-30,10,15,1340
2022-05-30,10,30,1661
2022-05-30,10,45,1261
2022-05-30,11,0,1042
2022-05-30,11,15,1356
2022-05-30,11,30,1591
2022-05-30,11,45,1539
2022-05-30,12,0,1567
2022-05-30,12,15,1749
2022-05-30,12,30,1965
2022-05-30,12,45,1873
2022-05-30,13,0,1752
2022-05-30,13,15,1684
2022-05-30,13,30,1468
2022-05-30,13,45,1420
2022-05-30,14,0,1570
2022-05-30,14,15,1385
2022-05-30,14,30,1519
2022-05-30,14,45,1564
2022-05-30,15,0,1422
2022-05-30,15,15,1325
2022-05-30,15,30,1823
2022-05-30,15,45,1503
2022-05-30,16,0,1682
2022-05-30,16,15,1679
2022-05-30,16,30,1761
2022-05-30,16,45,1518
2022-05-30,17,0,1424
2022-05-30,17,15,1640
2022-05-30,17,30,1780
2022-05-30,17,45,1928
2022-05-30,18,0,1699
2022-05-30,18,15,1753
2022-05-30,18,30,1760
2022-05-30,18,45,1576
2022-05-30,19,0,1533
2022-05-30,19,15,1455
2022-05-30,19,30,1349
2022-05-30,19,45,1340
2022-05-30,20,0,1355
2022-05-30,20,15,1154
2022-05-30,20,30,1141
2022-05-30,20,45,1071
2022-05-30,21,0,929
2022-05-30,21,15,711
2022-05-30,21,30,763
2022-05-30,21,45,755
2022-05-30,22,0,566
2022-05-30,22,15,723
2022-05-30,22,30,635
2022-05-30,22,45,615
2022-05-30,23,0,536
2022-05-30,23,15,463
2022-05-30,23,30,542
2022-05-30,23,45,428
2022-05-31,0,0,418
2022-05-31,0,15,405
2022-05-31,0,30,471
2022-05-31,0,45,384
2022-05-31,1,0,386
2022-05-31,1,15,411
2022-05-31,1,30,404
2022-05-31,1,45,393
2022-05-31,2,0,358
2022-05-31,2,15,383
2022-05-31,2,30,367
2022-05-31,2,45,355
2022-05-31,3,0,348
2022-05-31,3,15,372
2022-05-31,3,30,379
2022-05-31,3,45,370
2022-05-31,4,0,308
2022-05-31,4,15,270
2022-05-31,4,30,395
2022-05-31,4,45,432
2022-05-31,5,0,363
2022-05-31,5,15,397
2022-05-31,5,30,385
2022-05-31,5,45,385
2022-05-31,6,0,379
2022-05-31,6,15,430
2022-05-31,6,30,468
2022-05-31,6,45,537
2022-05-31,7,0,547
2022-05-31,7,15,755
2022-05-31,7,30,956
2022-05-31,7,45,918
2022-05-31,8,0,846
2022-05-31,8,15,1298
2022-05-31,8,30,1394
2022-05-31,8,45,1513
2022-05-31,9,0,974
2022-05-31,9,15,944
2022-05-31,9,30,961
2022-05-31,9,45,1137
2022-05-31,10,0,1110
2022-05-31,10,15,1379
2022-05-31,10,30,1764
2022-05-31,10,45,1945
2022-05-31,11,0,1936
2022-05-31,11,15,1840
2022-05-31,11,30,1943
2022-05-31,11,45,2049
2022-05-31,12,0,1927
2022-05-31,12,15,1997
2022-05-31,12,30,1882
2022-05-31,12,45,1864
2022-05-31,13,0,1888
2022-05-31,13,15,1863
2022-05-31,13,30,1895
2022-05-31,13,45,1808
2022-05-31,14,0,1890
2022-05-31,14,15,1739
2022-05-31,14,30,1786
2022-05-31,14,45,1848
2022-05-31,15,0,1806
2022-05-31,15,15,2209
2022-05-31,15,30,2317
2022-05-31,15,45,2232
2022-05-31,16,0,2251
2022-05-31,16,15,2188
2022-05-31,16,30,2007
2022-05-31,16,45,2032
2022-05-31,17,0,1876
2022-05-31,17,15,2116
2022-05-31,17,30,2350
2022-05-31,17,45,2499
2022-05-31,18,0,2263
2022-05-31,18,15,2392
2022-05-31,18,30,2545
2022-05-31,18,45,2522
2022-05-31,19,0,2246
2022-05-31,19,15,2369
2022-05-31,19,30,2408
2022-05-31,19,45,2199
2022-05-31,20,0,1950
2022-05-31,20,15,1912
2022-05-31,20,30,1869
2022-05-31,20,45,1659
2022-05-31,21,0,1456
2022-05-31,21,15,1464
2022-05-31,21,30,1309
2022-05-31,21,45,1148
