date,hour,minute,bdaddr
2022-04-21,14,45,231
2022-04-21,15,0,660
2022-04-21,15,15,2528
2022-04-21,15,30,2589
2022-04-21,15,45,2534
2022-04-21,16,0,2639
2022-04-21,16,15,2585
2022-04-21,16,30,1619
2022-05-21,11,45,1825
2022-05-21,12,0,2042
2022-05-21,12,15,2175
2022-05-21,12,30,2209
2022-05-21,12,45,2189
2022-05-21,13,0,1939
2022-05-21,13,15,2165
2022-05-21,13,30,2385
2022-05-21,13,45,2427
2022-05-21,14,0,2214
2022-05-21,14,15,1451
2022-05-22,17,15,2047
2022-05-22,17,30,1880
2022-05-22,17,45,2021
2022-05-22,18,0,2042
2022-05-22,18,15,1726
2022-05-22,18,30,1758
2022-05-22,18,45,2001
2022-05-22,19,0,1549
2022-05-22,19,15,284
2022-05-24,21,15,889
2022-05-24,21,30,1135
2022-05-24,21,45,613
2022-05-24,22,0,298
2022-05-24,22,15,78
2022-05-24,22,30,29
2022-05-24,23,0,319
2022-05-24,23,15,122
2022-05-24,23,45,138
2022-05-25,0,0,422
2022-05-25,0,15,509
2022-05-25,0,30,476
2022-05-25,0,45,459
2022-05-25,1,0,427
2022-05-25,1,15,428
2022-05-25,1,30,455
2022-05-25,1,45,417
2022-05-25,2,0,398
2022-05-25,2,15,461
2022-05-25,2,30,437
2022-05-25,2,45,387
2022-05-25,3,0,450
2022-05-25,3,15,423
2022-05-25,3,30,442
2022-05-25,3,45,397
2022-05-25,4,0,358
2022-05-25,4,15,107
2022-05-25,4,30,294
2022-05-25,4,45,416
2022-05-25,5,0,254
2022-05-25,5,15,460
2022-05-25,5,30,464
2022-05-25,5,45,500
2022-05-25,6,0,486
2022-05-25,6,15,501
2022-05-25,6,30,539
2022-05-25,6,45,547
2022-05-25,7,0,521
2022-05-25,7,15,582
2022-05-25,7,30,599
2022-05-25,7,45,693
2022-05-25,8,0,708
2022-05-25,8,15,764
2022-05-25,8,30,867
2022-05-25,8,45,859
2022-05-25,9,0,650
2022-05-25,9,15,810
2022-05-25,9,30,881
2022-05-25,9,45,908
2022-05-25,10,0,1030
2022-05-25,10,15,1525
2022-05-25,10,30,1617
2022-05-25,10,45,1695
2022-05-25,11,0,1712
2022-05-25,11,15,1871
2022-05-25,11,30,447
2022-05-25,17,0,97
2022-05-25,17,15,10033
2022-05-25,17,30,10901
2022-05-25,17,45,10702
2022-05-25,18,0,11804
2022-05-25,18,15,12843
2022-05-25,18,30,12127
2022-05-25,18,45,11719
2022-05-25,19,0,10658
2022-05-25,19,15,9587
2022-05-25,19,30,6755
2022-05-25,19,45,6228
2022-05-25,20,0,5636
2022-05-25,20,15,3728
2022-05-25,20,30,3127
2022-05-25,20,45,1991
2022-05-25,21,15,3695
2022-05-25,21,30,3235
2022-05-29,10,15,1072
2022-05-29,10,30,1392
2022-05-29,10,45,1355
2022-05-29,11,0,1270
2022-05-29,11,15,1711
2022-05-29,11,30,2541
2022-05-29,11,45,3495
2022-05-29,12,0,4062
2022-05-29,12,15,4911
2022-05-29,12,30,6427
2022-05-29,12,45,7255
2022-05-29,13,0,7551
2022-05-29,13,15,8115
2022-05-29,13,30,7534
2022-05-29,13,45,8308
2022-05-29,14,0,6245
2022-05-29,14,15,5612
2022-05-29,14,30,5466
2022-05-29,14,45,6258
2022-05-29,15,0,9261
2022-05-29,15,15,6674
2022-05-29,15,30,5546
2022-05-29,15,45,5571
2022-05-29,16,0,6414
2022-05-29,16,15,6626
2022-05-29,16,30,3074
