date,hour,minute,bdaddr
2022-04-21,2,20,289
2022-04-21,2,25,431
2022-04-21,2,35,127
2022-04-21,2,40,283
2022-04-21,12,0,70
2022-04-21,12,5,601
2022-04-27,14,35,370
2022-04-27,14,40,1054
2022-04-27,14,45,866
2022-04-27,14,50,1025
2022-04-27,14,55,1297
2022-04-27,15,0,1343
2022-04-27,15,5,1524
2022-04-27,15,10,1618
2022-04-27,15,15,1416
2022-04-27,15,20,1548
2022-04-27,15,25,1311
2022-04-27,15,30,1349
2022-04-27,15,35,1147
2022-04-27,15,40,1295
2022-04-27,15,45,1143
2022-04-27,15,50,1207
2022-04-27,15,55,1445
2022-04-27,16,0,1204
2022-04-27,16,5,1198
2022-04-27,16,10,1421
2022-04-27,16,15,1417
2022-04-27,16,20,1482
2022-04-27,16,25,1395
2022-04-27,16,30,1290
2022-04-27,16,35,1217
2022-04-27,16,40,1388
2022-04-27,16,45,1503
2022-04-27,16,50,1376
2022-04-27,16,55,1389
2022-04-27,17,0,1349
2022-04-27,17,5,1614
2022-04-27,17,10,1615
2022-04-27,17,15,1552
2022-04-27,17,20,1426
2022-04-27,17,25,1554
2022-04-27,17,30,1603
2022-04-27,17,35,1400
2022-04-27,17,40,1746
2022-04-27,17,45,1603
2022-04-27,17,50,1860
2022-04-27,17,55,1536
2022-04-27,18,0,1445
2022-04-27,18,5,1732
2022-04-27,18,10,1588
2022-04-27,18,15,1440
2022-04-27,18,20,1605
2022-04-27,18,25,1644
2022-04-27,18,30,1373
2022-04-27,18,35,1269
2022-04-27,18,40,1512
2022-04-27,18,45,1418
2022-04-27,18,50,1405
2022-04-27,18,55,1452
2022-04-27,19,0,1158
2022-04-27,19,5,1091
2022-04-27,19,10,1133
2022-04-27,19,15,1178
2022-04-27,19,20,1103
2022-04-27,19,25,1198
2022-04-27,19,30,1335
2022-04-27,19,35,971
2022-04-27,19,40,869
2022-04-27,19,45,877
2022-04-27,19,50,816
2022-04-27,19,55,916
2022-04-27,20,0,900
2022-04-27,20,5,790
2022-04-27,20,10,913
2022-04-27,20,15,719
2022-04-27,20,20,776
2022-04-27,20,25,781
2022-04-27,20,30,847
2022-04-27,20,35,830
2022-04-27,20,40,906
2022-04-27,20,45,947
2022-04-27,20,50,918
2022-04-27,20,55,978
2022-04-27,21,0,805
2022-04-27,21,5,818
2022-04-27,21,10,873
2022-04-27,21,15,932
2022-04-27,21,20,1079
2022-04-27,21,25,1046
2022-04-27,21,30,972
2022-04-27,21,35,1103
2022-04-27,21,40,1165
2022-04-27,21,45,900
2022-04-27,21,50,935
2022-04-27,21,55,818
2022-04-27,22,0,625
2022-04-27,22,5,739
2022-04-27,22,10,834
2022-04-27,22,15,721
2022-04-27,22,20,607
2022-04-27,22,25,677
2022-04-27,22,30,793
2022-04-27,22,35,677
2022-04-27,22,40,499
2022-04-27,22,45,496
2022-04-27,22,50,408
2022-04-27,22,55,483
2022-04-27,23,0,555
2022-04-27,23,5,510
2022-04-27,23,10,469
2022-04-27,23,15,288
2022-04-27,23,20,306
2022-04-27,23,25,516
2022-04-27,23,30,471
2022-04-27,23,35,306
2022-04-27,23,40,313
2022-04-27,23,45,280
2022-04-27,23,50,318
2022-04-27,23,55,274
2022-04-28,0,0,282
2022-04-28,0,5,266
2022-04-28,0,10,391
2022-04-28,0,15,472
2022-04-28,0,20,395
2022-04-28,0,25,272
2022-04-28,0,30,397
2022-04-28,0,35,225
2022-04-28,0,40,246
2022-04-28,0,45,287
