date,hour,minute,bdaddr
2022-04-20,15,0,57
2022-04-20,15,5,333
2022-04-20,20,35,303
2022-04-20,20,40,866
2022-04-20,20,45,67
2022-04-26,11,55,554
2022-04-26,12,0,1708
2022-04-26,12,5,1785
2022-04-26,12,10,1910
2022-04-26,12,15,1741
2022-04-26,12,20,1684
2022-04-26,12,25,1673
2022-04-26,12,30,1758
2022-04-26,12,35,1667
2022-04-26,12,40,1657
2022-04-26,12,45,1704
2022-04-26,12,50,1709
2022-04-26,12,55,1729
2022-04-26,13,0,1377
2022-04-26,13,5,1469
2022-04-26,13,10,1794
2022-04-26,13,15,1461
2022-04-26,13,20,1724
2022-04-26,13,25,1528
2022-04-26,13,30,1731
2022-04-26,13,35,1703
2022-04-26,13,40,1620
2022-04-26,13,45,1591
2022-04-26,13,50,1860
2022-04-26,13,55,1581
2022-04-26,14,0,1376
2022-04-26,14,5,1294
2022-04-26,14,10,1417
2022-04-26,14,15,1231
2022-04-26,14,20,1474
2022-04-26,14,25,1499
2022-04-26,14,30,1834
2022-04-26,14,35,1512
2022-04-26,14,40,1626
2022-04-26,14,45,1453
2022-04-26,14,50,1521
2022-04-26,14,55,1464
2022-04-26,15,0,1355
2022-04-26,15,5,1307
2022-04-26,15,10,1423
2022-04-26,15,15,1646
2022-04-26,15,20,1536
2022-04-26,15,25,1633
2022-04-26,15,30,1701
2022-04-26,15,35,1504
2022-04-26,15,40,1672
2022-04-26,15,45,1560
2022-04-26,15,50,1636
2022-04-26,15,55,1445
2022-04-26,16,0,1433
2022-04-26,16,5,1362
2022-04-26,16,10,1385
2022-04-26,16,15,1305
2022-04-26,16,20,1614
2022-04-26,16,25,1608
2022-04-26,16,30,1390
2022-04-26,16,35,1421
2022-04-26,16,40,1448
2022-04-26,16,45,1512
2022-04-26,16,50,1604
2022-04-26,16,55,1357
2022-04-26,17,0,1276
2022-04-26,17,5,1383
2022-04-26,17,10,1639
2022-04-26,17,15,1647
2022-04-26,17,20,1546
2022-04-26,17,25,1724
2022-04-26,17,30,1624
2022-04-26,17,35,1477
2022-04-26,17,40,2202
2022-04-26,17,45,2133
2022-04-26,17,50,1965
2022-04-26,17,55,1770
2022-04-26,18,0,1639
2022-04-26,18,5,1670
2022-04-26,18,10,1829
2022-04-26,18,15,1570
2022-04-26,18,20,1806
2022-04-26,18,25,1763
2022-04-26,18,30,1919
2022-04-26,18,35,1987
2022-04-26,18,40,1961
2022-04-26,18,45,1815
2022-04-26,18,50,1755
2022-04-26,18,55,1673
2022-04-26,19,0,1745
2022-04-26,19,5,2024
2022-04-26,19,10,1792
2022-04-26,19,15,1675
2022-04-26,19,20,1679
2022-04-26,19,25,1298
2022-04-26,19,30,1509
2022-04-26,19,35,1611
2022-04-26,19,40,1320
2022-04-26,19,45,1302
2022-04-26,19,50,1531
2022-04-26,19,55,1418
2022-04-26,20,0,1241
2022-04-26,20,5,1340
2022-04-26,20,10,1608
2022-04-26,20,15,1120
2022-04-26,20,20,1222
