date,hour,minute,bdaddr
2022-04-21,2,55,100
2022-04-21,3,5,306
2022-04-21,3,15,59
2022-04-21,11,15,580
2022-04-21,11,25,668
2022-04-21,11,30,827
2022-04-21,11,35,805
2022-04-21,11,40,842
2022-04-21,11,45,815
2022-04-21,11,50,774
2022-04-21,11,55,726
2022-04-21,12,0,792
2022-04-21,12,5,788
2022-04-21,12,10,853
2022-04-21,12,15,796
2022-04-21,12,20,849
2022-04-21,12,25,427
2022-05-07,1,10,226
2022-05-07,1,15,477
2022-05-07,1,30,517
2022-05-07,1,35,532
2022-05-07,1,40,589
2022-05-07,1,45,533
2022-05-07,1,50,582
2022-05-07,1,55,554
2022-05-07,2,0,558
2022-05-07,2,5,545
2022-05-07,2,10,582
2022-05-07,2,15,537
2022-05-07,2,20,567
2022-05-07,2,25,527
2022-05-07,2,30,538
2022-05-07,2,35,492
2022-05-07,2,40,566
2022-05-07,2,45,530
2022-05-07,2,50,574
2022-05-07,2,55,541
2022-05-07,3,0,551
2022-05-07,3,5,559
2022-05-07,3,10,157
2022-05-07,3,15,187
2022-05-07,3,25,458
2022-05-07,3,30,123
2022-05-07,3,35,240
2022-05-07,3,45,496
2022-05-07,3,50,561
2022-05-07,3,55,563
2022-05-07,4,0,566
2022-05-07,4,5,323
2022-05-07,4,10,70
2022-05-07,4,15,532
2022-05-07,4,25,473
2022-05-07,4,30,600
2022-05-07,4,35,584
2022-05-07,4,40,591
2022-05-07,4,45,591
2022-05-07,4,50,590
2022-05-07,4,55,597
2022-05-07,5,0,564
2022-05-07,5,5,575
2022-05-07,5,10,600
2022-05-07,5,15,578
2022-05-07,5,20,619
2022-05-07,5,25,574
2022-05-07,5,30,604
2022-05-07,5,35,572
2022-05-07,5,40,609
2022-05-07,5,45,569
2022-05-07,5,50,615
2022-05-07,5,55,570
2022-05-07,6,0,569
2022-05-07,6,5,571
2022-05-07,6,10,602
2022-05-07,6,15,557
2022-05-07,6,20,606
2022-05-07,6,25,565
2022-05-07,6,30,602
2022-05-07,6,35,566
2022-05-07,6,40,602
2022-05-07,6,45,581
2022-05-07,6,50,608
2022-05-07,6,55,581
2022-05-07,7,0,569
2022-05-07,7,5,575
2022-05-07,7,10,597
2022-05-07,7,15,572
2022-05-07,7,20,617
2022-05-07,7,25,582
2022-05-07,7,30,608
2022-05-07,7,35,582
2022-05-07,7,40,605
2022-05-07,7,45,564
2022-05-07,7,50,583
2022-05-07,7,55,560
2022-05-07,8,0,571
2022-05-07,8,5,575
2022-05-07,8,10,623
2022-05-07,8,15,580
2022-05-07,8,20,606
2022-05-07,8,25,573
2022-05-07,8,30,612
2022-05-07,8,35,581
2022-05-07,8,40,620
2022-05-07,8,45,570
2022-05-07,8,50,611
2022-05-07,8,55,561
2022-05-07,9,0,569
2022-05-07,9,5,561
2022-05-07,9,10,615
2022-05-07,9,15,573
2022-05-07,9,20,606
2022-05-07,9,25,571
2022-05-07,9,30,615
2022-05-07,9,35,550
2022-05-07,9,40,610
2022-05-07,9,45,572
2022-05-07,9,50,621
2022-05-07,9,55,584
2022-05-07,10,0,586
2022-05-07,10,5,575
2022-05-07,10,10,595
2022-05-07,10,15,571
2022-05-07,10,20,606
2022-05-07,10,25,582
2022-05-07,10,30,616
2022-05-07,10,35,561
2022-05-07,10,40,603
2022-05-07,10,45,569
2022-05-07,10,50,608
2022-05-07,10,55,573
2022-05-07,11,0,563
2022-05-07,11,5,571
2022-05-07,11,10,603
2022-05-07,11,15,571
2022-05-07,11,20,602
2022-05-07,11,25,581
2022-05-07,11,30,681
2022-05-07,11,35,625
2022-05-07,11,40,675
2022-05-07,11,45,636
2022-05-07,11,50,673
2022-05-07,11,55,646
2022-05-07,12,0,629
2022-05-07,12,5,633
2022-05-07,12,10,659
2022-05-07,12,15,627
2022-05-07,12,20,650
2022-05-07,12,25,630
2022-05-07,12,30,661
2022-05-07,12,35,628
2022-05-07,12,40,671
2022-05-07,12,45,632
2022-05-07,12,50,657
2022-05-07,12,55,636
2022-05-07,13,0,615
2022-05-07,13,5,540
2022-05-07,13,10,580
2022-05-07,13,15,563
2022-05-07,13,20,593
2022-05-07,13,25,581
2022-05-07,13,30,618
2022-05-07,13,35,550
2022-05-07,13,40,594
2022-05-07,13,45,564
2022-05-07,13,50,623
2022-05-07,13,55,616
2022-05-07,14,0,610
2022-05-07,14,5,658
2022-05-07,14,10,714
2022-05-07,14,15,673
2022-05-07,14,20,719
2022-05-07,14,25,647
2022-05-07,14,30,695
2022-05-07,14,35,664
2022-05-07,14,40,713
2022-05-07,14,45,663
2022-05-07,14,50,709
2022-05-07,14,55,707
2022-05-07,15,0,668
2022-05-07,15,5,693
2022-05-07,15,10,724
2022-05-07,15,15,667
2022-05-07,15,20,708
2022-05-07,15,25,659
2022-05-07,15,30,703
2022-05-07,15,35,643
2022-05-07,15,40,689
2022-05-07,15,45,647
2022-05-07,15,50,719
2022-05-07,15,55,678
2022-05-07,16,0,657
2022-05-07,16,5,676
2022-05-07,16,10,718
2022-05-07,16,15,668
2022-05-07,16,20,697
2022-05-07,16,25,665
2022-05-07,16,30,712
2022-05-07,16,35,667
2022-05-07,16,40,733
2022-05-07,16,45,688
2022-05-07,16,50,749
2022-05-07,16,55,699
2022-05-07,17,0,694
2022-05-07,17,5,677
2022-05-07,17,10,742
2022-05-07,17,15,689
2022-05-07,17,20,740
2022-05-07,17,25,699
2022-05-07,17,30,746
2022-05-07,17,35,695
2022-05-07,17,40,754
2022-05-07,17,45,701
2022-05-07,17,50,744
2022-05-07,17,55,709
2022-05-07,18,0,686
2022-05-07,18,5,703
2022-05-07,18,10,741
2022-05-07,18,15,686
2022-05-07,18,20,727
2022-05-07,18,25,688
2022-05-07,18,30,725
2022-05-07,18,35,698
2022-05-07,18,40,774
2022-05-07,18,45,682
2022-05-07,18,50,486
2022-05-07,18,55,435
2022-05-07,19,0,437
2022-05-07,19,5,457
2022-05-07,19,10,497
2022-05-07,19,15,462
2022-05-07,19,20,502
2022-05-07,19,25,462
2022-05-07,19,30,491
2022-05-07,19,35,468
2022-05-07,19,40,470
2022-05-07,19,45,437
