date,hour,minute,bdaddr
2022-04-20,4,15,85
2022-04-20,4,20,163
2022-04-20,4,25,213
2022-04-20,18,15,62
2022-04-20,18,35,559
2022-04-20,18,40,671
2022-04-20,18,45,741
2022-04-20,18,50,750
2022-04-20,18,55,776
2022-04-20,19,0,767
2022-04-20,19,5,763
2022-04-20,19,10,818
2022-04-20,19,15,771
2022-04-20,19,20,815
2022-04-20,19,25,761
2022-04-20,19,30,801
2022-04-20,19,35,764
2022-04-20,19,40,880
2022-04-20,19,45,845
2022-04-20,19,50,895
2022-04-20,19,55,875
2022-04-20,20,0,916
2022-04-20,20,5,908
2022-04-20,20,10,965
2022-04-20,20,15,73
2022-04-20,21,0,410
2022-04-20,21,5,81
2022-04-25,17,20,872
2022-04-25,17,25,1479
2022-04-25,17,30,1597
2022-04-25,17,35,1486
2022-04-25,17,40,1596
2022-04-25,17,45,1641
2022-04-25,17,50,1480
2022-04-25,17,55,1271
2022-04-25,18,0,1282
2022-04-25,18,5,1370
2022-04-25,18,10,1439
2022-04-25,18,15,1370
2022-04-25,18,20,1502
2022-04-25,18,25,1481
2022-04-25,18,30,1500
2022-04-25,18,35,1374
2022-04-25,18,40,1304
2022-04-25,18,45,1253
2022-04-25,18,50,1372
2022-04-25,18,55,1155
2022-04-25,19,0,1247
2022-04-25,19,5,1092
2022-04-25,19,10,1237
2022-04-25,19,15,1081
2022-04-25,19,20,1156
2022-04-25,19,25,1072
2022-04-25,19,30,1138
2022-04-25,19,35,1277
2022-04-25,19,40,1379
2022-04-25,19,45,1261
2022-04-25,19,50,1306
2022-04-25,19,55,1196
2022-04-25,20,0,1221
2022-04-25,20,5,1049
2022-04-25,20,10,993
2022-04-25,20,15,960
2022-04-25,20,20,1030
2022-04-25,20,25,707
2022-04-25,20,30,937
2022-04-25,20,35,955
2022-04-25,20,40,893
2022-04-25,20,45,804
2022-04-25,20,50,805
2022-04-25,20,55,816
2022-04-25,21,0,842
2022-04-25,21,5,856
2022-04-25,21,10,883
2022-04-25,21,15,864
2022-04-25,21,20,851
2022-04-25,21,25,735
2022-04-25,21,30,755
2022-04-25,21,35,677
2022-04-25,21,40,538
2022-04-25,21,45,466
2022-04-25,21,50,448
2022-04-25,21,55,344
2022-04-25,22,0,384
2022-04-25,22,5,491
2022-04-25,22,10,489
2022-04-25,22,15,461
2022-04-25,22,20,547
2022-04-25,22,25,524
2022-04-25,22,30,460
2022-04-25,22,35,437
2022-04-25,22,40,421
2022-04-25,22,45,336
2022-04-25,22,50,368
2022-04-25,22,55,359
2022-04-25,23,0,336
2022-04-25,23,5,327
2022-04-25,23,10,392
2022-04-25,23,15,340
2022-04-25,23,20,384
2022-04-25,23,25,357
2022-04-25,23,30,357
2022-04-25,23,35,338
2022-04-25,23,40,412
2022-04-25,23,45,422
2022-04-25,23,50,394
2022-04-25,23,55,315
2022-04-26,0,0,285
2022-04-26,0,5,280
2022-04-26,0,10,345
2022-04-26,0,15,286
2022-04-26,0,20,324
2022-04-26,0,25,307
2022-04-26,0,30,308
2022-04-26,0,35,303
2022-04-26,0,40,321
2022-04-26,0,45,334
2022-04-26,0,50,352
2022-04-26,0,55,274
2022-04-26,1,0,305
2022-04-26,1,5,284
2022-04-26,1,10,310
2022-04-26,1,15,280
2022-04-26,1,20,306
2022-04-26,1,25,303
2022-04-26,1,30,315
2022-04-26,1,35,295
2022-04-26,1,40,270
2022-04-26,1,45,264
2022-04-26,1,50,324
2022-04-26,1,55,297
2022-04-26,2,0,290
2022-04-26,2,5,272
2022-04-26,2,10,337
2022-04-26,2,15,292
2022-04-26,2,20,283
2022-04-26,2,25,275
2022-04-26,2,30,298
2022-04-26,2,35,292
2022-04-26,2,40,314
2022-04-26,2,45,297
2022-04-26,2,50,290
2022-04-26,2,55,305
2022-04-26,3,0,287
2022-04-26,3,5,271
2022-04-26,3,10,285
2022-04-26,3,15,246
2022-04-26,3,20,284
2022-04-26,3,25,285
2022-04-26,3,30,260
2022-04-26,3,35,223
2022-04-26,3,40,225
2022-04-26,3,45,154
2022-04-26,3,50,158
2022-04-26,3,55,156
2022-04-26,4,0,151
2022-04-26,4,5,98
2022-04-26,4,10,4
2022-04-26,4,15,1
2022-04-26,4,25,7
2022-04-26,4,30,5
2022-04-26,4,35,63
2022-04-26,4,45,4
2022-04-26,4,50,4
2022-04-26,4,55,79
2022-04-26,5,10,89
2022-04-26,5,15,118
2022-04-26,5,20,125
2022-04-26,5,25,107
2022-04-26,5,30,114
2022-04-26,5,35,119
2022-04-26,5,40,131
2022-04-26,5,45,120
2022-04-26,5,50,130
2022-04-26,5,55,155
2022-04-26,6,0,125
2022-04-26,6,5,158
2022-04-26,6,10,142
2022-04-26,6,15,123
2022-04-26,6,20,119
2022-04-26,6,25,133
2022-04-26,6,30,152
2022-04-26,6,35,141
2022-04-26,6,40,139
2022-04-26,6,45,159
2022-04-26,6,50,216
2022-04-26,6,55,183
2022-04-26,7,0,202
2022-04-26,7,5,209
2022-04-26,7,10,239
2022-04-26,7,15,279
2022-04-26,7,20,281
2022-04-26,7,25,348
2022-04-26,7,30,406
2022-04-26,7,35,438
2022-04-26,7,40,424
2022-04-26,7,45,444
2022-04-26,7,50,425
2022-04-26,7,55,421
2022-04-26,8,0,450
2022-04-26,8,5,569
2022-04-26,8,10,514
2022-04-26,8,15,711
2022-04-26,8,20,672
2022-04-26,8,25,862
2022-04-26,8,30,1055
2022-04-26,8,35,1159
2022-04-26,8,40,1281
2022-04-26,8,45,1264
2022-04-26,8,50,950
2022-04-26,8,55,723
2022-04-26,9,0,816
2022-04-26,9,5,828
2022-04-26,9,10,938
2022-04-26,9,15,1085
2022-04-26,9,20,998
2022-04-26,9,25,932
2022-04-26,9,30,1066
2022-04-26,9,35,1060
2022-04-26,9,40,1060
2022-04-26,9,45,1127
2022-04-26,9,50,1239
2022-04-26,9,55,1217
2022-04-26,10,0,1064
2022-04-26,10,5,1199
2022-04-26,10,10,1286
2022-04-26,10,15,1212
2022-04-26,10,20,1292
2022-04-26,10,25,1422
2022-04-26,10,30,1469
2022-04-26,10,35,1389
2022-04-26,10,40,1351
2022-04-26,10,45,1407
2022-04-26,10,50,1421
2022-04-26,10,55,1426
2022-04-26,11,0,1496
2022-04-26,11,5,1517
2022-04-26,11,10,1529
2022-04-26,11,15,1359
2022-04-26,11,20,1619
2022-04-26,11,25,1534
2022-04-26,11,30,1576
2022-04-26,11,35,1593
2022-04-26,11,40,1734
2022-04-26,11,45,1813
2022-04-26,11,50,1768
2022-04-26,11,55,1756
2022-04-26,12,0,1598
2022-04-26,12,5,1696
2022-04-26,12,10,1951
2022-04-26,12,15,1856
2022-04-26,12,20,1908
2022-04-26,12,25,1910
2022-04-26,12,30,1834
2022-04-26,12,35,1761
2022-04-26,12,40,1748
2022-04-26,12,45,1603
2022-04-26,12,50,1662
2022-04-26,12,55,1372
2022-04-26,13,0,1286
2022-04-26,13,5,1411
2022-04-26,13,10,1630
2022-04-26,13,15,1581
2022-04-26,13,20,1955
2022-04-26,13,25,1939
2022-04-26,13,30,1817
2022-04-26,13,35,1963
2022-04-26,13,40,2031
2022-04-26,13,45,2047
2022-04-26,13,50,1835
2022-04-26,13,55,1666
2022-04-26,14,0,1693
2022-04-26,14,5,1614
2022-04-26,14,10,1821
2022-04-26,14,15,1696
2022-04-26,14,20,1644
2022-04-26,14,25,1444
2022-04-26,14,30,1120
2022-04-26,14,35,1306
2022-04-26,14,40,1322
2022-04-26,14,45,1406
2022-04-26,14,50,1225
2022-04-26,14,55,1315
2022-04-26,15,0,1429
2022-04-26,15,5,1154
