datetime,count
2022-05-14 14:02:00,71
2022-05-14 14:03:00,297
2022-05-14 14:04:00,345
2022-05-14 14:05:00,260
2022-05-14 14:06:00,323
2022-05-14 14:07:00,342
2022-05-14 14:08:00,425
2022-05-14 14:09:00,420
2022-05-14 14:10:00,258
2022-05-14 14:11:00,352
2022-05-14 14:12:00,369
2022-05-14 14:13:00,299
2022-05-14 14:14:00,407
2022-05-14 14:15:00,328
2022-05-14 14:16:00,441
2022-05-14 14:17:00,401
2022-05-14 14:18:00,409
2022-05-14 14:19:00,456
2022-05-14 14:20:00,362
2022-05-14 14:21:00,409
2022-05-14 14:22:00,419
2022-05-14 14:23:00,299
2022-05-14 14:24:00,342
2022-05-14 14:25:00,260
2022-05-14 14:26:00,343
2022-05-14 14:27:00,406
2022-05-14 14:28:00,501
2022-05-14 14:29:00,556
2022-05-14 14:30:00,356
2022-05-14 14:31:00,407
2022-05-14 14:32:00,453
2022-05-14 14:33:00,465
2022-05-14 14:34:00,467
2022-05-14 14:35:00,396
2022-05-14 14:36:00,472
2022-05-14 14:37:00,398
2022-05-14 14:38:00,360
2022-05-14 14:39:00,344
2022-05-14 14:40:00,355
2022-05-14 14:41:00,421
2022-05-14 14:42:00,473
2022-05-14 14:43:00,483
2022-05-14 14:44:00,478
2022-05-14 14:45:00,287
2022-05-14 14:46:00,287
2022-05-14 14:47:00,333
2022-05-14 14:48:00,323
2022-05-14 14:49:00,349
2022-05-14 14:50:00,296
2022-05-14 14:51:00,382
2022-05-14 14:52:00,407
2022-05-14 14:53:00,312
2022-05-14 14:54:00,306
2022-05-14 14:55:00,257
2022-05-14 14:56:00,395
2022-05-14 14:57:00,428
2022-05-14 14:58:00,322
2022-05-14 14:59:00,272
2022-05-14 15:00:00,161
2022-05-14 15:01:00,235
2022-05-14 15:02:00,328
2022-05-14 15:03:00,369
2022-05-14 15:04:00,450
2022-05-14 15:05:00,423
2022-05-14 15:06:00,448
2022-05-14 15:07:00,402
2022-05-14 15:08:00,410
2022-05-14 15:09:00,411
2022-05-14 15:10:00,316
2022-05-14 15:11:00,464
2022-05-14 15:12:00,379
2022-05-14 15:13:00,409
2022-05-14 15:14:00,446
2022-05-14 15:15:00,329
2022-05-14 15:16:00,346
2022-05-14 15:17:00,433
2022-05-14 15:18:00,408
2022-05-14 15:19:00,405
2022-05-14 15:20:00,280
2022-05-14 15:21:00,339
2022-05-14 15:22:00,362
2022-05-14 15:23:00,402
2022-05-14 15:24:00,411
2022-05-14 15:25:00,282
2022-05-14 15:26:00,397
2022-05-14 15:27:00,325
2022-05-14 15:28:00,347
2022-05-14 15:29:00,398
2022-05-14 15:30:00,337
2022-05-14 15:31:00,373
2022-05-14 15:32:00,383
2022-05-14 15:33:00,326
2022-05-14 15:34:00,428
2022-05-14 15:35:00,330
2022-05-14 15:36:00,309
2022-05-14 15:37:00,287
2022-05-14 15:38:00,304
2022-05-14 15:39:00,337
2022-05-14 15:40:00,256
2022-05-14 15:41:00,244
2022-05-14 15:42:00,304
2022-05-14 15:43:00,345
2022-05-14 15:44:00,400
2022-05-14 15:45:00,264
2022-05-14 15:46:00,345
2022-05-14 15:47:00,350
2022-05-14 15:48:00,384
2022-05-14 15:49:00,339
2022-05-14 15:50:00,374
2022-05-14 15:51:00,374
2022-05-14 15:52:00,328
2022-05-14 15:53:00,343
2022-05-14 15:54:00,406
2022-05-14 15:55:00,334
2022-05-14 15:56:00,393
2022-05-14 15:57:00,444
2022-05-14 15:58:00,362
2022-05-14 15:59:00,442
2022-05-14 16:00:00,179
2022-05-14 16:01:00,257
2022-05-14 16:02:00,299
2022-05-14 16:03:00,368
2022-05-14 16:04:00,433
2022-05-14 16:05:00,505
2022-05-14 16:06:00,476
2022-05-14 16:07:00,419
2022-05-14 16:08:00,345
2022-05-14 16:09:00,441
2022-05-14 16:10:00,308
2022-05-14 16:11:00,405
2022-05-14 16:12:00,412
2022-05-14 16:13:00,446
2022-05-14 16:14:00,536
2022-05-14 16:15:00,385
2022-05-14 16:16:00,438
2022-05-14 16:17:00,420
2022-05-14 16:18:00,419
2022-05-14 16:19:00,416
2022-05-14 16:20:00,346
2022-05-14 16:21:00,386
2022-05-14 16:22:00,393
2022-05-14 16:23:00,339
2022-05-14 16:24:00,335
2022-05-14 16:25:00,308
2022-05-14 16:26:00,371
2022-05-14 16:27:00,362
2022-05-14 16:28:00,320
2022-05-14 16:29:00,496
2022-05-14 16:30:00,297
2022-05-14 16:31:00,277
2022-05-14 16:32:00,425
2022-05-14 16:33:00,455
2022-05-14 16:34:00,373
2022-05-14 16:35:00,282
2022-05-14 16:36:00,356
2022-05-14 16:37:00,302
2022-05-14 16:38:00,368
