date,hour,bdaddr
2022-04-21,4,1340
2022-04-21,12,1083
2022-05-21,14,4307
2022-05-21,15,5454
2022-05-21,16,1906
2022-05-21,17,3147
2022-05-21,18,5408
2022-05-21,19,9979
2022-05-21,20,6543
2022-05-28,17,2239
2022-05-28,18,6380
2022-05-28,19,5860
2022-05-28,20,5361
2022-05-28,21,4447
2022-05-28,22,3049
2022-05-28,23,2538
2022-05-29,0,2141
2022-05-29,1,1923
2022-05-29,2,2028
2022-05-29,3,1892
2022-05-29,4,1538
2022-05-29,5,1978
2022-05-29,6,2011
2022-05-29,7,2163
2022-05-29,8,2878
2022-05-29,9,3370
2022-05-29,10,5070
2022-05-29,11,4177
2022-05-29,12,5916
2022-05-29,13,6053
2022-05-29,14,5423
2022-05-29,15,5041
2022-05-29,16,4897
2022-05-29,17,5072
2022-05-29,18,6739
2022-05-29,19,4966
2022-05-29,20,4105
2022-05-29,21,2583
2022-05-29,22,1879
2022-05-29,23,1722
2022-05-30,0,1576
2022-05-30,1,1498
2022-05-30,2,1453
2022-05-30,3,1434
2022-05-30,4,1309
2022-05-30,5,1504
2022-05-30,6,1964
2022-05-30,7,3845
2022-05-30,8,6227
2022-05-30,9,5777
2022-05-30,10,5449
2022-05-30,11,5679
2022-05-30,12,7403
2022-05-30,13,6202
2022-05-30,14,5952
2022-05-30,15,6168
2022-05-30,16,6538
2022-05-30,17,6915
2022-05-30,18,6684
2022-05-30,19,5550
2022-05-30,20,4550
2022-05-30,21,2913
2022-05-30,22,2553
2022-05-30,23,1918
2022-05-31,0,1643
2022-05-31,1,1581
2022-05-31,2,1452
2022-05-31,3,1476
2022-05-31,4,1398
2022-05-31,5,1537
2022-05-31,6,1906
2022-05-31,7,3323
2022-05-31,8,5143
2022-05-31,9,4014
2022-05-31,10,6676
2022-05-31,11,7858
2022-05-31,12,7656
2022-05-31,13,7382
2022-05-31,14,7197
2022-05-31,15,8841
2022-05-31,16,8226
2022-05-31,17,9119
2022-05-31,18,9601
2022-05-31,19,9160
2022-05-31,20,7175
2022-05-31,21,5051
2022-05-31,22,3016
2022-05-31,23,2308
2022-06-01,0,1671
2022-06-01,1,1589
2022-06-01,2,1498
2022-06-01,3,1527
2022-06-01,4,1299
2022-06-01,5,1578
2022-06-01,6,2114
2022-06-01,7,4318
2022-06-01,8,6728
2022-06-01,9,5901
2022-06-01,10,3980
2022-06-09,10,911
2022-06-09,11,8220
2022-06-09,12,8618
2022-06-09,13,7414
2022-06-09,14,8434
2022-06-09,15,6063
2022-06-09,16,7298
2022-06-09,17,8619
2022-06-09,18,8736
2022-06-09,19,3888
2022-06-15,19,4120
2022-06-15,20,1525
2022-06-15,21,1339
2022-06-15,22,1336
2022-06-15,23,1351
2022-06-16,0,1328
2022-06-16,1,1329
2022-06-16,2,1345
2022-06-16,3,1316
2022-06-16,4,1340
2022-06-16,5,1349
2022-06-16,6,1333
2022-06-16,7,1372
2022-06-16,8,2291
2022-06-16,9,4277
2022-06-16,10,8324
2022-06-16,11,9723
2022-06-16,12,8953
2022-06-16,13,9124
2022-06-16,14,11199
2022-06-16,15,9796
2022-06-16,16,8070
2022-06-16,17,10809
2022-06-16,18,9288
2022-06-16,19,3576
2022-06-17,15,839
2022-06-17,16,6484
2022-06-17,17,8311
2022-06-17,18,9091
2022-06-17,19,2349
2022-06-19,15,677
2022-06-19,16,10341
2022-06-19,17,11672
2022-06-19,18,8846
2022-06-19,19,3035
2022-06-22,12,8007
2022-06-22,13,8205
2022-06-22,14,9515
2022-06-22,15,8116
2022-06-22,16,8505
2022-06-22,17,11092
2022-06-22,18,10491
2022-06-22,19,3591
2022-06-22,20,1369
2022-06-22,21,1363
2022-06-22,22,1413
2022-06-22,23,1260
2022-06-23,0,1248
2022-06-23,1,1268
2022-06-23,2,1269
2022-06-23,3,1155
2022-06-23,4,1264
2022-06-23,5,1264
2022-06-23,6,1269
2022-06-23,7,1412
2022-06-23,8,2814
2022-06-23,9,3296
2022-06-23,10,6199
2022-06-23,11,7465
2022-06-23,12,8898
2022-06-23,13,8293
2022-06-23,14,9013
2022-06-23,15,8640
2022-06-23,16,8479
2022-06-23,17,9986
2022-06-23,18,9085
2022-06-23,19,4821
2022-06-23,20,1095
2022-06-23,21,1098
2022-06-23,22,1123
2022-06-23,23,1062
2022-06-24,0,1015
2022-06-24,1,1029
2022-06-24,2,1072
2022-06-24,3,581
2022-06-24,4,545
2022-06-24,5,538
2022-06-24,6,548
2022-06-24,7,645
2022-06-24,8,2032
2022-06-24,9,2127
2022-06-24,10,4426
2022-06-24,11,5307
2022-06-24,12,6478
2022-06-24,13,6157
2022-06-24,14,5463
2022-06-24,15,7671
2022-06-24,16,6318
2022-06-24,17,7254
2022-06-24,18,8627
2022-06-24,19,3166
2022-06-24,20,243
2022-06-24,21,59
2022-06-24,22,56
2022-06-24,23,52
2022-06-25,0,62
2022-06-25,1,48
2022-06-25,2,49
2022-06-25,3,475
2022-06-25,4,569
2022-06-25,5,569
2022-06-25,6,550
2022-06-25,7,902
2022-06-25,8,2489
2022-06-25,9,4586
2022-06-25,10,7882
2022-06-25,11,9683
2022-06-25,12,9062
2022-06-25,13,9761
2022-06-25,14,13442
2022-06-25,15,13241
2022-06-25,16,12791
2022-06-25,17,9517
