date,hour,bdaddr
2022-04-08,0,10019
2022-04-08,1,14064
2022-04-08,2,14311
2022-04-08,3,14475
2022-04-08,4,14607
2022-04-08,5,281
2022-04-11,3,8165
2022-04-11,4,10514
2022-04-11,5,13012
2022-04-11,6,12950
2022-04-11,7,14202
2022-04-11,8,13892
2022-04-11,9,14488
2022-04-11,10,8071
2022-04-20,3,1595
2022-04-20,4,935
2022-04-20,5,9310
2022-04-20,6,9891
2022-04-20,7,8773
2022-04-20,8,9734
2022-04-20,9,8915
2022-04-20,10,9291
2022-04-20,11,10125
2022-04-20,12,9414
2022-04-20,13,10216
2022-04-20,14,10389
2022-04-20,15,10499
2022-04-20,16,29
2022-04-25,11,4755
2022-04-25,12,20227
2022-04-25,13,19869
2022-04-25,14,18195
2022-04-25,15,20605
2022-04-25,16,23689
2022-04-25,17,28059
2022-04-25,18,30083
2022-04-25,19,26842
2022-04-25,20,21783
2022-04-25,21,16521
2022-04-25,22,14606
2022-04-25,23,11360
2022-04-26,0,6204
2022-04-26,1,5085
2022-04-26,2,3965
2022-04-26,3,3196
2022-04-26,4,539
2022-04-26,5,2418
2022-04-26,6,4733
2022-04-26,7,10131
2022-04-26,8,16999
2022-04-26,9,12738
2022-04-26,10,13776
2022-04-26,11,14035
2022-04-26,12,17053
2022-04-26,13,17074
2022-04-26,14,17773
2022-04-26,15,18090
2022-04-26,16,19692
2022-04-26,17,23873
2022-04-26,18,23687
2022-04-26,19,20910
2022-04-26,20,18719
2022-04-26,21,15637
2022-04-26,22,13098
2022-04-26,23,10071
2022-04-27,0,6279
2022-04-27,1,5493
2022-04-27,2,3237
2022-04-27,3,3035
2022-04-27,4,482
2022-04-27,5,2624
2022-04-27,6,5016
2022-04-27,7,10886
2022-04-27,8,18098
2022-04-27,9,13910
2022-04-27,10,13840
2022-04-27,11,16822
2022-04-27,12,20580
2022-04-27,13,19239
2022-04-27,14,19608
2022-04-27,15,20754
2022-04-27,16,24578
2022-04-27,17,26191
