date,hour,bdaddr
2022-04-20,12,529
2022-04-20,17,433
2022-04-25,15,17955
2022-04-25,16,17381
2022-04-25,17,6829
2022-04-25,18,5993
2022-04-25,19,6489
2022-04-25,20,5399
2022-04-25,21,4493
2022-04-25,22,2649
2022-04-25,23,1583
2022-04-26,0,482
2022-04-26,1,414
2022-04-26,2,355
2022-04-26,3,324
2022-04-26,4,80
2022-04-26,5,341
2022-04-26,6,723
2022-04-26,7,3732
2022-04-26,8,8235
2022-04-26,9,8525
2022-04-26,10,19774
2022-04-26,11,22455
2022-04-26,12,29831
2022-04-26,13,25658
2022-04-26,14,24746
2022-04-26,15,24383
2022-04-26,16,12721
2022-04-26,17,5181
2022-04-26,18,6411
2022-04-26,19,5152
2022-04-26,20,5986
2022-04-26,21,4209
2022-04-26,22,2200
2022-04-26,23,2497
2022-04-27,0,1078
2022-04-27,1,891
2022-04-27,2,666
2022-04-27,3,517
2022-04-27,4,76
2022-04-27,5,507
2022-04-27,6,1099
2022-04-27,7,3520
2022-04-27,8,8146
2022-04-27,9,9411
2022-04-27,10,21162
2022-04-27,11,23825
2022-04-27,12,28131
2022-04-27,13,26018
2022-04-27,14,26205
2022-04-27,15,9384
2022-04-27,16,10297
2022-04-27,17,9924
2022-04-27,18,7120
2022-04-27,19,6641
2022-04-27,20,7958
2022-04-27,21,4758
2022-04-27,22,2954
2022-04-27,23,2048
2022-04-28,0,951
2022-04-28,1,656
2022-04-28,2,616
2022-04-28,3,480
2022-04-28,4,67
2022-04-28,5,343
2022-04-28,6,928
2022-04-28,7,3912
2022-04-28,8,9365
2022-04-28,9,11424
2022-04-28,10,21884
2022-04-28,11,23221
2022-04-28,12,29185
2022-04-28,13,28226
2022-04-28,14,28470
2022-04-28,15,11471
2022-04-28,16,5299
2022-04-28,17,7142
2022-04-28,18,7901
2022-04-28,19,7090
2022-04-28,20,7085
2022-04-28,21,4633
2022-04-28,22,3542
2022-04-28,23,2691
2022-04-29,0,1119
2022-04-29,1,460
2022-04-29,2,314
2022-04-29,3,369
2022-04-29,4,68
2022-04-29,5,281
2022-04-29,6,573
2022-04-29,7,1615
2022-04-29,8,3314
2022-04-29,9,7677
2022-04-29,10,22750
2022-04-29,11,27943
2022-04-29,12,31404
2022-04-29,13,30783
2022-04-29,14,32218
2022-04-29,15,27341
2022-04-29,16,7924
2022-04-29,17,2766
2022-04-29,18,2470
2022-04-29,19,2196
2022-04-29,20,2069
2022-04-29,21,1344
2022-04-29,22,1037
2022-04-29,23,565
2022-04-30,0,192
2022-04-30,1,152
2022-04-30,2,186
2022-04-30,3,254
2022-04-30,4,37
2022-04-30,5,429
2022-04-30,6,954
2022-04-30,7,1373
2022-04-30,8,4442
2022-04-30,9,10732
2022-04-30,10,24592
2022-04-30,11,29653
2022-04-30,12,32876
2022-04-30,13,32812
2022-04-30,14,33911
2022-04-30,15,25821
2022-04-30,16,10973
2022-04-30,17,4720
2022-04-30,18,4456
2022-04-30,19,4638
2022-04-30,20,4182
2022-04-30,21,2897
2022-04-30,22,3026
2022-04-30,23,2394
2022-05-01,0,836
2022-05-01,1,923
2022-05-01,2,438
2022-05-01,3,531
2022-05-01,4,59
2022-05-01,5,543
2022-05-01,6,630
2022-05-01,7,916
2022-05-01,8,1862
2022-05-01,9,3178
2022-05-01,10,3573
2022-05-01,11,5731
2022-05-01,12,6194
2022-05-01,13,6971
2022-05-01,14,4878
2022-05-01,15,4501
2022-05-01,16,4616
2022-05-01,17,4209
2022-05-01,18,3586
2022-05-01,19,3803
2022-05-01,20,3836
2022-05-01,21,1949
2022-05-01,22,2039
2022-05-01,23,1420
2022-05-02,0,642
2022-05-02,1,503
2022-05-02,2,490
2022-05-02,3,603
2022-05-02,4,78
2022-05-02,5,512
2022-05-02,6,845
2022-05-02,7,2880
2022-05-02,8,7067
2022-05-02,9,9738
2022-05-02,10,21324
2022-05-02,11,25380
2022-05-02,12,33452
2022-05-02,13,30428
2022-05-02,14,21254
2022-05-02,15,6750
2022-05-02,16,6676
2022-05-02,17,7329
2022-05-02,18,7006
2022-05-02,19,7397
2022-05-02,20,6985
2022-05-02,21,4307
2022-05-02,22,3463
2022-05-02,23,1817
2022-05-03,0,1103
2022-05-03,1,983
2022-05-03,2,593
2022-05-03,3,524
2022-05-03,4,93
2022-05-03,5,567
2022-05-03,6,741
2022-05-03,7,1570
2022-05-03,8,2897
2022-05-03,9,7593
2022-05-03,10,20685
2022-05-03,11,27777
2022-05-03,12,31708
2022-05-03,13,34124
2022-05-03,14,34599
2022-05-03,15,33269
2022-05-03,16,33592
2022-05-03,17,7234
2022-05-03,18,6675
2022-05-03,19,7072
2022-05-03,20,5951
2022-05-03,21,4209
2022-05-03,22,2951
2022-05-03,23,2068
2022-05-04,0,1554
2022-05-04,1,1316
2022-05-04,2,425
2022-05-04,3,425
2022-05-04,4,103
2022-05-04,5,404
2022-05-04,6,769
2022-05-04,7,1090
2022-05-04,8,3306
2022-05-04,9,8764
2022-05-04,10,17487
2022-05-04,11,26441
2022-05-04,12,34363
2022-05-04,13,36251
2022-05-04,14,34642
2022-05-04,15,34767
2022-05-04,16,7347
2022-05-04,17,6578
2022-05-04,18,5830
2022-05-04,19,5289
2022-05-04,20,5568
2022-05-04,21,4958
2022-05-04,22,1895
2022-05-04,23,2109
2022-05-05,0,850
2022-05-05,1,245
2022-05-05,2,234
2022-05-05,3,87
2022-05-05,4,32
2022-05-05,5,163
2022-05-05,6,405
2022-05-05,7,693
2022-05-05,8,3143
2022-05-05,9,4322
2022-05-05,10,14904
2022-05-05,11,22713
2022-05-05,12,27520
2022-05-05,13,29362
2022-05-05,14,14276
2022-05-05,15,5964
2022-05-05,16,5137
2022-05-05,17,4981
2022-05-05,18,4668
2022-05-05,19,4996
2022-05-05,20,3964
2022-05-05,21,3202
2022-05-05,22,2071
2022-05-05,23,1200
2022-05-06,0,525
2022-05-06,1,278
2022-05-06,2,156
2022-05-06,3,174
2022-05-06,4,37
2022-05-06,5,204
2022-05-06,6,433
2022-05-06,7,2609
2022-05-06,8,5575
2022-05-06,9,10461
2022-05-06,10,13603
2022-05-06,11,18244
2022-05-06,12,25273
2022-05-06,13,24763
2022-05-06,14,23988
2022-05-06,15,22741
2022-05-06,16,15527
2022-05-06,17,4301
2022-05-06,18,5577
2022-05-06,19,4519
2022-05-06,20,3859
2022-05-06,21,2667
2022-05-06,22,2243
2022-05-06,23,1962
2022-05-07,0,660
2022-05-07,1,498
2022-05-07,2,92
2022-05-07,3,50
2022-05-07,4,7
2022-05-07,5,175
2022-05-07,6,276
2022-05-07,7,454
2022-05-07,8,2829
2022-05-07,9,4801
2022-05-07,10,14361
2022-05-07,11,20394
2022-05-07,12,23695
2022-05-07,13,27776
2022-05-07,14,27853
2022-05-07,15,27801
2022-05-07,16,18590
2022-05-07,17,4742
2022-05-07,18,4016
2022-05-07,19,4535
2022-05-07,20,6037
2022-05-07,21,3296
2022-05-07,22,2501
2022-05-07,23,1373
2022-05-08,0,540
2022-05-08,1,307
2022-05-08,2,393
2022-05-08,3,477
2022-05-08,4,79
2022-05-08,5,223
2022-05-08,6,458
2022-05-08,7,670
2022-05-08,8,2011
2022-05-08,9,3485
2022-05-08,10,3806
2022-05-08,11,5011
2022-05-08,12,6251
2022-05-08,13,7234
2022-05-08,14,6372
2022-05-08,15,5445
2022-05-08,16,5868
2022-05-08,17,5638
2022-05-08,18,5881
2022-05-08,19,5914
2022-05-08,20,5321
2022-05-08,21,2523
2022-05-08,22,1121
2022-05-08,23,993
2022-05-09,0,254
2022-05-09,1,401
2022-05-09,2,292
2022-05-09,3,244
2022-05-09,4,51
2022-05-09,5,310
2022-05-09,6,846
2022-05-09,7,3573
2022-05-09,8,8392
2022-05-09,9,8859
2022-05-09,10,16872
2022-05-09,11,21870
2022-05-09,12,26578
2022-05-09,13,25856
2022-05-09,14,24330
2022-05-09,15,24097
2022-05-09,16,25781
2022-05-09,17,9870
2022-05-09,18,6511
2022-05-09,19,7044
2022-05-09,20,5397
2022-05-09,21,2552
2022-05-09,22,2280
2022-05-09,23,1113
2022-05-10,0,728
2022-05-10,1,408
2022-05-10,2,379
2022-05-10,3,373
2022-05-10,4,515
2022-05-10,5,538
2022-05-10,6,765
2022-05-10,7,3687
2022-05-10,8,8589
2022-05-10,9,11919
2022-05-10,10,13550
2022-05-10,11,16349
2022-05-10,12,24446
2022-05-10,13,22280
2022-05-10,14,20198
2022-05-10,15,19197
2022-05-10,16,20041
2022-05-10,17,12108
2022-05-10,18,6606
2022-05-10,19,5069
2022-05-10,20,4629
2022-05-10,21,3038
2022-05-10,22,2310
2022-05-10,23,1449
2022-05-11,0,1082
2022-05-11,1,948
2022-05-11,2,473
2022-05-11,3,361
2022-05-11,4,57
2022-05-11,5,325
2022-05-11,6,787
2022-05-11,7,3191
2022-05-11,8,9456
2022-05-11,9,10152
2022-05-11,10,19748
2022-05-11,11,21751
2022-05-11,12,26128
2022-05-11,13,25827
2022-05-11,14,25407
2022-05-11,15,23539
2022-05-11,16,16918
2022-05-11,17,6229
2022-05-11,18,6712
2022-05-11,19,6774
2022-05-11,20,6445
2022-05-11,21,4642
2022-05-11,22,3714
2022-05-11,23,1887
2022-05-12,0,789
2022-05-12,1,282
2022-05-12,2,201
2022-05-12,3,157
2022-05-12,4,16
2022-05-12,5,240
2022-05-12,6,644
2022-05-12,7,3176
2022-05-12,8,7983
2022-05-12,9,12702
2022-05-12,10,20587
2022-05-12,11,22104
2022-05-12,12,28108
2022-05-12,13,27036
2022-05-12,14,25476
2022-05-12,15,25937
2022-05-12,16,26708
2022-05-12,17,8402
2022-05-12,18,6779
2022-05-12,19,7224
2022-05-12,20,5615
2022-05-12,21,3519
2022-05-12,22,2442
2022-05-12,23,1590
2022-05-13,0,529
2022-05-13,1,602
2022-05-13,2,113
2022-05-13,3,88
2022-05-13,4,6
2022-05-13,5,192
2022-05-13,6,382
2022-05-13,7,2766
2022-05-13,8,7246
2022-05-13,9,8864
2022-05-13,10,21884
2022-05-13,11,24834
2022-05-13,12,27692
2022-05-13,13,26393
2022-05-13,14,25555
2022-05-13,15,24059
2022-05-13,16,23226
2022-05-13,17,8756
2022-05-13,18,6206
2022-05-13,19,5558
2022-05-13,20,4966
2022-05-13,21,3709
2022-05-13,22,2824
2022-05-13,23,2412
2022-05-14,0,876
2022-05-14,1,614
2022-05-14,2,427
2022-05-14,3,310
2022-05-14,4,16
2022-05-14,5,287
2022-05-14,6,698
2022-05-14,7,1031
2022-05-14,8,4815
2022-05-14,9,8667
2022-05-14,10,21349
2022-05-14,11,25312
2022-05-14,12,29709
2022-05-14,13,32464
2022-05-14,14,30390
2022-05-14,15,34094
2022-05-14,16,26324
2022-05-14,17,5868
2022-05-14,18,6659
2022-05-14,19,6330
2022-05-14,20,7115
2022-05-14,21,3783
2022-05-14,22,2700
2022-05-14,23,2051
2022-05-15,0,602
2022-05-15,1,856
2022-05-15,2,561
2022-05-15,3,439
2022-05-15,4,25
2022-05-15,5,315
2022-05-15,6,433
2022-05-15,7,892
2022-05-15,8,1953
2022-05-15,9,3276
2022-05-15,10,3817
2022-05-15,11,5698
2022-05-15,12,7814
2022-05-15,13,6680
2022-05-15,14,6919
2022-05-15,15,5678
2022-05-15,16,5516
2022-05-15,17,5731
2022-05-15,18,5476
2022-05-15,19,5487
2022-05-15,20,4533
2022-05-15,21,2820
2022-05-15,22,1468
2022-05-15,23,988
2022-05-16,0,321
2022-05-16,1,72
2022-05-16,2,83
2022-05-16,3,126
2022-05-16,4,113
2022-05-16,5,228
2022-05-16,6,701
2022-05-16,7,3095
2022-05-16,8,7036
2022-05-16,9,7965
2022-05-16,10,17567
2022-05-16,11,21437
2022-05-16,12,25237
2022-05-16,13,24534
2022-05-16,14,23914
2022-05-16,15,25127
2022-05-16,16,14790
2022-05-16,17,5978
2022-05-16,18,5845
2022-05-16,19,6362
2022-05-16,20,5341
2022-05-16,21,3472
2022-05-16,22,1989
2022-05-16,23,863
2022-05-17,0,200
2022-05-17,1,101
2022-05-17,2,32
2022-05-17,3,247
2022-05-17,5,155
2022-05-17,6,537
2022-05-17,7,3129
2022-05-17,8,8914
