date,hour,bdaddr
2022-06-03,18,4588
2022-06-03,19,10931
2022-06-03,20,1748
2022-06-03,21,6799
2022-06-03,22,2642
2022-06-03,23,2367
2022-06-04,0,2170
2022-06-04,1,1277
2022-06-04,2,765
2022-06-04,3,708
2022-06-04,4,789
2022-06-04,6,1022
2022-06-04,7,2808
2022-06-04,8,5957
2022-06-04,9,7956
2022-06-04,10,10533
2022-06-04,11,10394
2022-06-04,12,10901
2022-06-04,13,12587
2022-06-04,14,14622
2022-06-04,15,11527
2022-06-04,16,10665
2022-06-04,17,10444
2022-06-04,18,9197
2022-06-04,19,7709
2022-06-04,20,5046
2022-06-04,21,5355
2022-06-04,22,3891
2022-06-04,23,3210
2022-06-05,0,2591
2022-06-05,1,1874
2022-06-05,2,1437
2022-06-05,3,1220
2022-06-05,4,1523
2022-06-05,5,1402
2022-06-05,6,1746
2022-06-05,7,2572
2022-06-05,8,3889
2022-06-05,9,5578
2022-06-05,10,7405
2022-06-05,11,14099
2022-06-05,12,9220
2022-06-05,13,9713
2022-06-05,14,11047
2022-06-05,15,10637
2022-06-05,16,9335
2022-06-05,17,8916
2022-06-05,18,6417
2022-06-05,19,6126
2022-06-05,20,4682
2022-06-05,21,4378
2022-06-05,22,3059
2022-06-05,23,2427
2022-06-06,0,1843
2022-06-06,1,1187
2022-06-06,2,1200
2022-06-06,3,982
2022-06-06,4,1317
2022-06-06,5,1301
2022-06-06,6,2032
2022-06-06,7,5403
2022-06-06,8,12333
2022-06-06,9,13171
2022-06-06,10,13534
2022-06-06,11,14234
2022-06-06,12,14800
2022-06-06,13,15014
2022-06-06,14,12763
2022-06-06,15,13905
2022-06-06,16,14108
2022-06-06,17,12985
2022-06-06,18,11523
2022-06-06,19,10080
2022-06-06,20,6004
2022-06-06,21,4047
2022-06-06,22,3070
2022-06-06,23,2391
2022-06-07,0,1660
2022-06-07,1,1176
2022-06-07,2,1135
2022-06-07,3,933
2022-06-07,4,891
2022-06-07,5,1101
2022-06-07,6,1700
2022-06-07,7,5473
2022-06-07,8,14724
2022-06-07,9,15276
2022-06-07,10,13125
2022-06-07,11,15277
2022-06-07,12,17313
2022-06-07,13,15364
2022-06-07,14,15420
2022-06-07,15,16570
2022-06-07,16,14186
2022-06-07,17,12930
2022-06-07,18,11960
2022-06-07,19,10030
2022-06-07,20,7197
2022-06-07,21,5380
2022-06-07,22,4798
2022-06-07,23,3884
2022-06-08,0,2680
2022-06-08,1,2614
2022-06-08,2,2088
2022-06-08,3,1782
2022-06-08,4,2030
2022-06-08,5,2002
2022-06-08,6,3106
2022-06-08,7,6449
