date,hour,bdaddr
2022-05-26,14,2680
2022-05-26,18,25768
2022-05-26,19,29898
2022-05-26,20,29425
2022-05-26,21,27602
2022-05-26,22,20700
2022-05-26,23,17601
2022-05-27,0,8389
2022-05-27,1,5625
2022-05-27,2,6805
2022-05-27,3,3249
2022-05-27,4,2243
2022-05-27,5,4785
2022-05-27,6,7430
2022-05-27,7,3669
2022-05-27,8,1402
2022-05-27,9,8386
2022-05-27,10,3748
2022-05-27,11,11707
2022-05-27,12,11714
2022-05-27,13,1662
2022-05-27,14,7462
2022-05-27,15,25738
2022-05-27,17,21227
2022-05-27,18,34142
2022-05-27,19,28966
2022-05-27,20,21398
2022-05-27,21,24984
2022-05-27,22,24918
2022-05-27,23,16219
2022-05-28,0,4544
2022-05-28,1,9817
2022-05-28,2,2805
2022-05-28,3,125
2022-05-28,4,7261
2022-05-28,5,4749
2022-05-28,7,10309
2022-05-28,8,7313
2022-05-28,9,3252
2022-05-28,10,23643
2022-05-28,11,25969
2022-05-28,13,29062
2022-05-28,14,36075
2022-05-28,15,32457
2022-05-28,16,43736
2022-05-28,17,39573
2022-05-28,18,20344
2022-05-28,19,770
2022-05-28,20,31469
2022-05-28,21,20649
2022-05-28,23,13387
2022-05-29,0,5498
2022-05-29,1,3191
2022-05-29,2,6820
2022-05-29,3,2342
2022-05-29,4,1729
2022-05-29,5,9480
2022-05-29,6,15099
2022-05-29,8,18623
2022-05-29,9,20745
2022-05-29,10,17463
2022-05-29,11,32684
2022-05-29,12,39727
2022-05-29,13,15963
2022-05-29,14,33570
2022-05-29,15,35927
2022-05-29,16,15555
2022-05-29,17,24831
2022-05-29,18,26704
2022-05-29,19,16974
2022-05-29,20,9908
2022-05-29,21,13420
2022-05-29,22,5089
2022-05-29,23,3636
2022-05-30,0,4316
2022-05-30,1,980
2022-05-30,2,206
2022-05-30,3,7328
2022-05-30,5,2939
2022-05-30,6,13941
2022-05-30,7,1551
2022-05-30,8,11726
2022-05-30,9,19108
2022-05-30,10,25696
2022-05-30,11,14776
2022-05-30,12,21082
2022-05-30,13,32018
2022-05-30,14,34526
2022-05-30,15,9066
2022-05-30,16,30714
2022-05-30,17,26451
2022-05-30,18,7089
2022-05-30,21,6925
2022-05-30,22,14212
2022-05-30,23,25350
2022-05-31,0,22490
2022-05-31,1,11478
2022-05-31,2,7280
2022-05-31,3,6787
2022-05-31,4,6975
2022-05-31,5,10251
2022-05-31,6,9290
2022-05-31,7,4256
2022-05-31,8,25267
2022-05-31,9,23657
2022-05-31,10,8952
2022-05-31,11,19554
2022-05-31,12,43686
2022-05-31,13,46715
2022-05-31,14,35039
2022-05-31,15,58395
2022-05-31,16,66480
2022-05-31,17,29692
2022-05-31,18,31889
2022-05-31,19,62842
2022-05-31,20,24387
2022-05-31,21,40147
