date,hour,bdaddr
2022-04-21,2,100
2022-04-21,3,365
2022-04-21,11,6465
2022-04-21,12,4077
2022-05-07,1,4310
2022-05-07,2,6542
2022-05-07,3,3900
2022-05-07,4,5521
2022-05-07,5,7043
2022-05-07,6,7022
2022-05-07,7,7005
2022-05-07,8,7083
2022-05-07,9,7064
2022-05-07,10,7026
2022-05-07,11,7469
2022-05-07,12,7711
2022-05-07,13,7021
2022-05-07,14,8219
2022-05-07,15,8187
2022-05-07,16,8335
2022-05-07,17,8598
2022-05-07,18,7896
2022-05-07,19,5583
2022-05-07,20,7542
2022-05-07,21,8489
2022-05-07,22,8481
2022-05-07,23,8664
2022-05-08,0,8964
2022-05-08,1,8505
2022-05-08,2,8285
2022-05-08,3,8142
2022-05-08,4,5310
2022-05-13,14,3680
2022-05-13,15,3992
2022-05-21,11,1919
2022-05-21,12,387
2022-05-23,22,523
2022-05-23,23,2079
2022-05-24,0,411
2022-05-24,11,1926
2022-05-24,12,13009
2022-05-24,13,11192
2022-05-24,14,58
2022-05-24,15,11422
2022-05-24,16,11812
2022-05-24,17,14867
2022-05-24,18,15073
2022-05-24,19,11337
2022-05-24,20,2277
2022-05-24,21,535
2022-05-25,0,1924
2022-05-25,1,1598
2022-05-25,2,1261
2022-05-25,3,1214
2022-05-25,4,983
2022-05-25,5,1059
2022-05-25,6,1435
2022-05-25,7,1855
2022-05-25,8,1900
2022-05-25,9,1485
2022-05-25,10,851
2022-05-25,11,651
2022-05-25,12,680
2022-05-25,13,677
2022-05-25,14,732
2022-05-25,15,776
2022-05-25,16,847
2022-05-25,17,942
2022-05-25,18,1236
2022-05-25,19,1226
2022-05-25,20,601
2022-05-25,21,742
2022-05-25,22,900
2022-05-25,23,635
2022-05-26,0,963
2022-05-26,1,1601
2022-05-26,2,1601
2022-05-26,3,1238
2022-05-26,4,736
2022-05-26,5,870
2022-05-26,6,1070
2022-05-26,7,1633
2022-05-26,8,1841
2022-05-26,9,258
