date,hour,bdaddr
2022-04-20,20,1283
2022-04-21,6,69
2022-04-21,7,7132
2022-04-21,8,7593
2022-04-21,9,8052
2022-04-21,10,8734
2022-04-21,11,9570
2022-04-21,12,3992
2022-04-21,13,730
2022-04-26,16,1766
2022-04-26,17,4365
2022-04-26,18,3201
2022-04-26,19,2561
2022-04-26,20,2379
2022-04-26,21,1414
2022-04-26,22,1225
2022-04-26,23,902
2022-04-27,0,341
2022-04-27,1,313
2022-04-27,2,227
2022-04-27,3,266
2022-04-27,4,131
2022-04-27,5,89
2022-04-27,6,98
2022-04-27,7,1253
2022-04-27,8,3754
2022-04-27,9,2912
2022-04-27,10,3499
2022-04-27,11,4399
2022-04-27,12,5526
2022-04-27,13,4729
2022-04-27,14,3301
2022-04-27,15,4759
2022-04-27,16,3734
2022-04-27,17,4046
2022-04-27,18,3945
2022-04-27,19,3035
2022-04-27,20,3762
2022-04-27,21,2567
2022-04-27,22,1752
2022-04-27,23,1503
2022-04-28,0,617
2022-04-28,1,350
2022-04-28,2,436
2022-04-28,3,319
2022-04-28,4,61
2022-04-28,5,459
2022-04-28,6,492
2022-04-28,7,1875
2022-04-28,8,4201
2022-04-28,9,3524
2022-04-28,10,3946
2022-04-28,11,3966
2022-04-28,12,5152
2022-04-28,13,4861
2022-04-28,14,3648
2022-04-28,15,4633
2022-04-28,16,3486
2022-04-28,17,4767
2022-04-28,18,4268
2022-04-28,19,3243
2022-04-28,20,4261
2022-04-28,21,1949
2022-04-28,22,1227
2022-04-28,23,1437
2022-04-29,0,1065
2022-04-29,1,951
2022-04-29,2,623
2022-04-29,3,509
2022-04-29,4,68
2022-04-29,5,395
2022-04-29,6,607
2022-04-29,7,1374
2022-04-29,8,3766
2022-04-29,9,2975
2022-04-29,10,3992
2022-04-29,11,4671
2022-04-29,12,6689
2022-04-29,13,5355
2022-04-29,14,3952
2022-04-29,15,5299
2022-04-29,16,4224
2022-04-29,17,4596
2022-04-29,18,3757
2022-04-29,19,3885
2022-04-29,20,4692
2022-04-29,21,2864
2022-04-29,22,1473
2022-04-29,23,951
2022-04-30,0,341
2022-04-30,1,461
2022-04-30,2,377
2022-04-30,3,378
2022-04-30,4,79
2022-04-30,5,493
2022-04-30,6,447
2022-04-30,7,1024
2022-04-30,8,2151
2022-04-30,9,3102
2022-04-30,10,4187
2022-04-30,11,4192
2022-04-30,12,4976
2022-04-30,13,4332
2022-04-30,14,3324
2022-04-30,15,5164
2022-04-30,16,4308
2022-04-30,17,3074
2022-04-30,18,2558
2022-04-30,19,2902
2022-04-30,20,2759
2022-04-30,21,1930
2022-04-30,22,1245
2022-04-30,23,1114
2022-05-01,0,650
2022-05-01,1,431
2022-05-01,2,480
2022-05-01,3,473
2022-05-01,4,63
2022-05-01,5,310
2022-05-01,6,827
2022-05-01,7,1278
2022-05-01,8,1996
2022-05-01,9,3794
2022-05-01,10,1290
2022-05-01,11,2095
2022-05-01,12,2122
2022-05-01,13,1105
2022-05-01,14,1437
2022-05-01,15,1988
2022-05-01,16,2443
2022-05-01,17,2268
2022-05-01,18,1948
2022-05-01,19,2879
2022-05-01,20,4277
2022-05-01,21,656
2022-05-01,22,421
2022-05-01,23,678
2022-05-02,0,628
2022-05-02,1,370
2022-05-02,2,451
2022-05-02,3,359
2022-05-02,4,56
2022-05-02,5,189
2022-05-02,6,311
2022-05-02,7,1090
2022-05-02,8,2499
2022-05-02,9,1102
2022-05-02,10,1762
2022-05-02,11,1880
2022-05-02,12,2731
2022-05-02,13,2996
2022-05-02,14,2625
2022-05-02,15,2635
2022-05-02,16,2983
2022-05-02,17,3480
2022-05-02,18,3473
2022-05-02,19,1500
2022-05-02,20,1502
2022-05-02,21,821
2022-05-02,22,681
2022-05-02,23,915
2022-05-03,0,302
2022-05-03,1,289
2022-05-03,2,178
2022-05-03,3,204
2022-05-03,4,26
2022-05-03,5,166
2022-05-03,6,217
2022-05-03,7,846
2022-05-03,8,3313
2022-05-03,9,2213
2022-05-03,10,2582
2022-05-03,11,2673
2022-05-03,12,5177
2022-05-03,13,3620
2022-05-03,14,3983
2022-05-03,15,5976
2022-05-03,16,6516
2022-05-03,17,6079
2022-05-03,18,3136
2022-05-03,19,2976
2022-05-03,20,2194
2022-05-03,21,1394
2022-05-03,22,871
2022-05-03,23,1110
2022-05-04,0,374
2022-05-04,1,362
2022-05-04,2,376
2022-05-04,3,237
2022-05-04,4,29
2022-05-04,5,50
2022-05-04,6,158
2022-05-04,7,604
2022-05-04,8,3063
2022-05-04,9,2848
2022-05-04,10,4141
2022-05-04,11,4336
2022-05-04,12,4075
2022-05-04,13,3697
2022-05-04,14,3622
2022-05-04,15,5329
2022-05-04,16,3226
2022-05-04,17,3536
2022-05-04,18,3133
2022-05-04,19,2074
2022-05-04,20,2278
2022-05-04,21,1025
2022-05-04,22,898
2022-05-04,23,920
2022-05-05,0,548
2022-05-05,1,310
2022-05-05,2,263
2022-05-05,3,293
2022-05-05,4,47
2022-05-05,5,287
2022-05-05,6,357
2022-05-05,7,727
2022-05-05,8,3660
2022-05-05,9,3519
2022-05-05,10,4206
2022-05-05,11,5272
2022-05-05,12,4723
2022-05-05,13,3857
2022-05-05,14,4043
2022-05-05,15,3835
2022-05-05,16,3789
2022-05-05,17,4240
2022-05-05,18,3595
2022-05-05,19,2748
2022-05-05,20,2885
2022-05-05,21,936
2022-05-05,22,514
2022-05-05,23,725
2022-05-06,0,476
2022-05-06,1,283
2022-05-06,2,273
2022-05-06,3,234
2022-05-06,4,43
2022-05-06,5,169
2022-05-06,6,251
2022-05-06,7,1310
2022-05-06,8,3623
2022-05-06,9,1748
2022-05-06,10,2885
2022-05-06,11,3631
2022-05-06,12,4875
2022-05-06,13,4300
2022-05-06,14,4618
2022-05-06,15,5152
2022-05-06,16,4538
2022-05-06,17,4870
2022-05-06,18,4018
2022-05-06,19,2865
2022-05-06,20,2420
2022-05-06,21,1297
2022-05-06,22,1030
2022-05-06,23,1023
2022-05-07,0,797
2022-05-07,1,619
2022-05-07,2,609
2022-05-07,3,531
2022-05-07,4,82
2022-05-07,5,134
2022-05-07,6,211
2022-05-07,7,884
2022-05-07,8,1466
