date,hour,bdaddr
2022-04-20,12,281
2022-04-20,16,1622
2022-04-20,17,1897
2022-05-19,20,2832
2022-05-19,21,3995
2022-05-19,22,1003
2022-05-19,23,377
2022-05-20,0,138
2022-05-20,1,26
2022-05-20,2,30
2022-05-20,3,40
2022-05-20,4,40
2022-05-20,5,22
2022-05-20,6,21
2022-05-20,7,279
2022-05-20,8,165
2022-05-20,9,146
2022-05-20,10,882
2022-05-20,12,11661
2022-05-20,13,70439
2022-05-20,14,70779
2022-05-20,15,70973
2022-05-20,16,71466
2022-05-20,17,79089
2022-05-20,18,76947
2022-05-20,19,72064
2022-05-20,20,50385
2022-05-20,21,28455
2022-05-20,22,24248
2022-05-20,23,19341
2022-05-21,0,10001
2022-05-21,1,7633
2022-05-21,2,6293
2022-05-21,3,4496
2022-05-21,4,338
2022-05-21,5,4700
2022-05-21,6,6064
2022-05-21,7,6447
2022-05-21,8,25940
2022-05-21,9,51757
2022-05-21,10,59548
2022-05-21,11,68728
2022-05-21,12,72686
2022-05-21,13,76134
2022-05-21,14,76967
2022-05-21,15,76894
2022-05-21,16,78003
2022-05-21,17,76175
2022-05-21,18,73022
2022-05-21,19,67713
2022-05-21,20,55132
2022-05-21,21,23100
2022-05-21,22,17996
2022-05-21,23,15138
2022-05-22,0,9520
2022-05-22,1,6405
2022-05-22,2,4439
2022-05-22,3,3924
2022-05-22,4,3130
2022-05-22,5,7200
2022-05-22,6,7099
2022-05-22,7,7039
2022-05-22,8,20140
2022-05-22,9,51461
2022-05-22,10,63866
2022-05-22,11,68641
2022-05-22,12,74883
2022-05-22,13,75938
2022-05-22,14,74443
2022-05-22,15,77419
2022-05-22,16,76617
2022-05-22,17,73220
2022-05-22,18,68398
2022-05-22,19,59877
2022-05-22,20,53791
2022-05-22,21,22041
2022-05-22,22,12760
2022-05-22,23,8380
2022-05-23,0,3925
2022-05-23,1,3453
2022-05-23,2,2976
2022-05-23,3,2742
2022-05-23,4,2317
2022-05-23,5,4086
2022-05-23,6,5179
2022-05-23,7,11227
2022-05-23,8,28854
2022-05-23,9,49215
2022-05-23,10,61769
2022-05-23,11,69386
2022-05-23,12,73552
2022-05-23,13,69802
2022-05-23,14,69273
2022-05-23,15,72395
2022-05-23,16,73943
2022-05-23,17,77979
2022-05-23,18,78288
2022-05-23,19,67475
2022-05-23,20,52874
2022-05-23,21,44400
2022-05-23,22,19243
2022-05-23,23,12749
2022-05-24,0,7236
2022-05-24,1,6172
2022-05-24,2,3904
2022-05-24,3,3687
2022-05-24,4,264
2022-05-24,5,4418
2022-05-24,6,6014
2022-05-24,7,14477
2022-05-24,8,26775
2022-05-24,9,51309
2022-05-24,10,63499
2022-05-24,11,65491
2022-05-24,12,72545
2022-05-24,13,73517
2022-05-24,14,77731
2022-05-24,15,75470
2022-05-24,16,73630
2022-05-24,17,81196
2022-05-24,18,81270
2022-05-24,19,70223
2022-05-24,20,50481
2022-05-24,21,25620
2022-05-24,22,19752
2022-05-24,23,12543
2022-05-25,0,6550
2022-05-25,1,4766
2022-05-25,2,3766
2022-05-25,3,3175
2022-05-25,4,2816
2022-05-25,5,3995
2022-05-25,6,6145
2022-05-25,7,13619
2022-05-25,8,26599
2022-05-25,9,54127
2022-05-25,10,59383
2022-05-25,11,65909
2022-05-25,12,71159
2022-05-25,13,69949
2022-05-25,14,69783
2022-05-25,15,72136
2022-05-25,16,73154
2022-05-25,17,79213
2022-05-25,18,76833
2022-05-25,19,68028
2022-05-25,20,41926
2022-05-25,21,24889
2022-05-25,22,20280
2022-05-25,23,13936
2022-05-26,0,6350
2022-05-26,1,6949
2022-05-26,2,3828
2022-05-26,3,3872
2022-05-26,4,3559
2022-05-26,5,4654
2022-05-26,6,5511
2022-05-26,7,13871
2022-05-26,8,30578
2022-05-26,9,54433
2022-05-26,10,62150
2022-05-26,11,68216
2022-05-26,12,69024
2022-05-26,13,71328
2022-05-26,14,68370
2022-05-26,15,71888
2022-05-26,16,72349
2022-05-26,17,75069
2022-05-26,18,72496
2022-05-26,19,64673
2022-05-26,20,36744
2022-05-26,21,22668
2022-05-26,22,19564
2022-05-26,23,14439
2022-05-27,0,6785
2022-05-27,1,4557
2022-05-27,2,4283
2022-05-27,3,3717
2022-05-27,4,2829
2022-05-27,5,4040
2022-05-27,6,6082
2022-05-27,7,13115
2022-05-27,8,24184
2022-05-27,9,45853
2022-05-27,10,59860
2022-05-27,11,65312
2022-05-27,12,69091
2022-05-27,13,67319
2022-05-27,14,64943
2022-05-27,15,69371
2022-05-27,16,74733
2022-05-27,17,80462
2022-05-27,18,78194
2022-05-27,19,67879
2022-05-27,20,38977
2022-05-27,21,29105
2022-05-27,22,25188
2022-05-27,23,19977
2022-05-28,0,10161
2022-05-28,1,8297
2022-05-28,2,6328
2022-05-28,3,5011
2022-05-28,4,3939
2022-05-28,5,6409
2022-05-28,6,6565
2022-05-28,7,8812
2022-05-28,8,27989
2022-05-28,9,55219
2022-05-28,10,68946
2022-05-28,11,75559
2022-05-28,12,79659
2022-05-28,13,81530
2022-05-28,14,84175
2022-05-28,15,86091
2022-05-28,16,85840
2022-05-28,17,86994
2022-05-28,18,81449
2022-05-28,19,73836
2022-05-28,20,64650
2022-05-28,21,44366
2022-05-28,22,25013
2022-05-28,23,21057
2022-05-29,0,13847
2022-05-29,1,8305
2022-05-29,2,7540
2022-05-29,3,7070
2022-05-29,4,4673
2022-05-29,5,6891
2022-05-29,6,7496
2022-05-29,7,9174
2022-05-29,8,23151
2022-05-29,9,54024
2022-05-29,10,66718
2022-05-29,11,74499
2022-05-29,12,76817
2022-05-29,13,80485
2022-05-29,14,83617
2022-05-29,15,82509
2022-05-29,16,86424
2022-05-29,17,81108
2022-05-29,18,73222
2022-05-29,19,65446
2022-05-29,20,36603
2022-05-29,21,22747
2022-05-29,22,15539
2022-05-29,23,11396
2022-05-30,0,6435
2022-05-30,1,5086
2022-05-30,2,5294
2022-05-30,3,3764
2022-05-30,4,3663
2022-05-30,5,5086
2022-05-30,6,7016
2022-05-30,7,14038
2022-05-30,8,34723
2022-05-30,9,53776
2022-05-30,10,63010
2022-05-30,11,69215
2022-05-30,12,69631
2022-05-30,13,67566
2022-05-30,14,69774
2022-05-30,15,72071
2022-05-30,16,77467
2022-05-30,17,77013
2022-05-30,18,73044
2022-05-30,19,62980
2022-05-30,20,39773
2022-05-30,21,20876
2022-05-30,22,14125
