date,hour,bdaddr
2022-04-20,4,461
2022-04-20,18,3959
2022-04-20,19,9820
2022-04-20,20,2445
2022-04-20,21,443
2022-04-25,17,12178
2022-04-25,18,16360
2022-04-25,19,14433
2022-04-25,20,10903
2022-04-25,21,8067
2022-04-25,22,5229
2022-04-25,23,4352
2022-04-26,0,3721
2022-04-26,1,3529
2022-04-26,2,3551
2022-04-26,3,2765
2022-04-26,4,325
2022-04-26,5,1290
2022-04-26,6,1817
2022-04-26,7,4297
2022-04-26,8,10394
2022-04-26,9,12518
2022-04-26,10,16183
2022-04-26,11,19329
2022-04-26,12,20764
2022-04-26,13,21378
2022-04-26,14,17474
2022-04-26,15,16420
2022-04-26,16,17018
2022-04-26,17,17273
2022-04-26,18,14967
2022-04-26,19,10075
2022-04-26,20,7415
2022-04-26,21,4734
2022-04-26,22,3335
2022-04-26,23,1803
2022-04-27,0,1255
2022-04-27,1,963
2022-04-27,2,1097
2022-04-27,3,938
2022-04-27,4,195
2022-04-27,5,751
2022-04-27,6,1311
2022-04-27,7,3258
2022-04-27,8,10581
2022-04-27,9,13979
2022-04-27,10,16746
2022-04-27,11,16939
2022-04-27,12,20162
2022-04-27,13,23068
2022-04-27,14,20881
2022-04-27,15,16845
2022-04-27,16,15425
2022-04-27,17,19478
2022-04-27,18,17506
2022-04-27,19,12312
2022-04-27,20,8731
2022-04-27,21,5694
2022-04-27,22,5560
2022-04-27,23,4276
2022-04-28,0,1998
2022-04-28,1,1565
2022-04-28,2,1389
2022-04-28,3,1382
2022-04-28,4,378
2022-04-28,5,1038
2022-04-28,6,1790
2022-04-28,7,3923
2022-04-28,8,11818
2022-04-28,9,16159
2022-04-28,10,21935
2022-04-28,11,22122
2022-04-28,12,20980
2022-04-28,13,23029
2022-04-28,14,24220
2022-04-28,15,16985
2022-04-28,16,17517
2022-04-28,17,18203
2022-04-28,18,16037
2022-04-28,19,12506
2022-04-28,20,11704
2022-04-28,21,8028
2022-04-28,22,8703
2022-04-28,23,4155
2022-04-29,0,2435
2022-04-29,1,2346
2022-04-29,2,1711
2022-04-29,3,1132
2022-04-29,4,200
2022-04-29,5,994
2022-04-29,6,1333
2022-04-29,7,1779
2022-04-29,8,4400
2022-04-29,9,7207
2022-04-29,10,9124
2022-04-29,11,13794
2022-04-29,12,16283
2022-04-29,13,19265
2022-04-29,14,19395
2022-04-29,15,19723
2022-04-29,16,18558
2022-04-29,17,15903
2022-04-29,18,13954
2022-04-29,19,10067
2022-04-29,20,10426
2022-04-29,21,7364
2022-04-29,22,3925
2022-04-29,23,2994
2022-04-30,0,2138
2022-04-30,1,1939
2022-04-30,2,1958
2022-04-30,3,1867
2022-04-30,4,297
2022-04-30,5,1663
2022-04-30,6,2076
2022-04-30,7,2507
2022-04-30,8,5654
2022-04-30,9,8894
2022-04-30,10,12530
2022-04-30,11,16580
2022-04-30,12,20129
2022-04-30,13,24374
2022-04-30,14,20156
2022-04-30,15,20281
2022-04-30,16,18124
2022-04-30,17,18552
2022-04-30,18,15630
2022-04-30,19,12734
2022-04-30,20,10690
2022-04-30,21,7393
2022-04-30,22,5192
2022-04-30,23,2717
2022-05-01,0,2077
2022-05-01,1,1973
2022-05-01,2,1953
2022-05-01,3,1673
2022-05-01,4,275
2022-05-01,5,1470
2022-05-01,6,1885
2022-05-01,7,2013
2022-05-01,8,4049
2022-05-01,9,5943
2022-05-01,10,10300
2022-05-01,11,14506
2022-05-01,12,18613
2022-05-01,13,17825
2022-05-01,14,17984
2022-05-01,15,17564
2022-05-01,16,16515
2022-05-01,17,15788
2022-05-01,18,13960
2022-05-01,19,12229
2022-05-01,20,7760
2022-05-01,21,4900
2022-05-01,22,3744
2022-05-01,23,2576
2022-05-02,0,2031
2022-05-02,1,1897
2022-05-02,2,1747
2022-05-02,3,1689
2022-05-02,4,303
2022-05-02,5,1246
2022-05-02,6,1905
2022-05-02,7,3236
2022-05-02,8,8670
2022-05-02,9,13905
2022-05-02,10,17098
