date,hour,bdaddr
2022-04-20,21,757
2022-04-21,6,572
2022-04-21,7,869
2022-04-21,8,8281
2022-04-21,9,8661
2022-04-21,10,9096
2022-04-21,11,9988
2022-04-21,12,4935
2022-04-21,13,1747
2022-04-21,14,9964
2022-04-21,15,10265
2022-04-21,16,8645
2022-04-24,11,20253
2022-04-24,12,24002
2022-04-24,13,26782
2022-04-24,14,26359
2022-04-24,15,26424
2022-04-24,16,25228
2022-04-24,17,22760
2022-04-24,18,21719
2022-04-24,19,20697
2022-04-24,20,15943
2022-04-24,21,14122
2022-04-24,22,12535
2022-04-24,23,9109
2022-04-25,0,5337
2022-04-25,1,5144
2022-04-25,2,4833
2022-04-25,3,4827
2022-04-25,4,809
2022-04-25,5,3932
2022-04-25,6,7130
2022-04-25,7,21489
2022-04-25,8,31658
2022-04-25,9,30721
2022-04-25,10,33361
2022-04-25,11,33448
2022-04-25,12,36996
2022-04-25,13,33934
2022-04-25,14,33156
2022-04-25,15,35590
2022-04-25,16,34855
2022-04-25,17,37517
2022-04-25,18,33913
2022-04-25,19,28601
2022-04-25,20,23351
2022-04-25,21,18220
2022-04-25,22,14347
2022-04-25,23,10378
2022-04-26,0,8505
2022-04-26,1,8191
2022-04-26,2,7491
2022-04-26,3,7196
2022-04-26,4,1203
2022-04-26,5,6103
2022-04-26,6,9385
2022-04-26,7,22531
2022-04-26,8,35000
2022-04-26,9,31252
2022-04-26,10,32913
2022-04-26,11,33593
2022-04-26,12,34109
2022-04-26,13,34347
2022-04-26,14,32739
2022-04-26,15,33257
2022-04-26,16,31975
2022-04-26,17,33441
2022-04-26,18,30270
2022-04-26,19,25028
2022-04-26,20,22532
2022-04-26,21,17150
2022-04-26,22,12591
2022-04-26,23,9736
2022-04-27,0,7225
2022-04-27,1,7245
2022-04-27,2,7091
2022-04-27,3,6642
2022-04-27,4,1138
2022-04-27,5,6171
2022-04-27,6,8681
2022-04-27,7,23598
2022-04-27,8,36081
2022-04-27,9,32139
2022-04-27,10,34989
2022-04-27,11,35780
2022-04-27,12,38352
2022-04-27,13,36311
2022-04-27,14,31911
2022-04-27,15,32559
2022-04-27,16,32679
2022-04-27,17,32975
2022-04-27,18,30037
2022-04-27,19,25333
2022-04-27,20,18697
2022-04-27,21,16920
2022-04-27,22,14969
2022-04-27,23,9829
2022-04-28,0,6907
2022-04-28,1,7469
2022-04-28,2,7814
2022-04-28,3,7435
2022-04-28,4,1101
2022-04-28,5,6019
2022-04-28,6,8061
2022-04-28,7,21057
2022-04-28,8,33586
2022-04-28,9,31478
2022-04-28,10,33175
2022-04-28,11,32564
2022-04-28,12,37996
2022-04-28,13,37428
2022-04-28,14,37764
2022-04-28,15,36555
2022-04-28,16,34589
2022-04-28,17,34345
2022-04-28,18,35477
2022-04-28,19,26906
2022-04-28,20,23862
2022-04-28,21,20175
2022-04-28,22,15476
2022-04-28,23,11610
2022-04-29,0,8224
2022-04-29,1,8156
2022-04-29,2,7090
2022-04-29,3,6957
2022-04-29,4,1141
2022-04-29,5,6211
2022-04-29,6,8073
2022-04-29,7,11220
2022-04-29,8,14612
2022-04-29,9,17976
2022-04-29,10,20278
2022-04-29,11,21900
2022-04-29,12,21316
2022-04-29,13,22351
2022-04-29,14,19541
2022-04-29,15,18713
2022-04-29,16,20411
2022-04-29,17,18456
2022-04-29,18,17577
2022-04-29,19,15779
