date,hour,bdaddr
2022-04-20,20,354
2022-04-21,6,2296
2022-04-21,7,7929
2022-04-21,8,7939
2022-04-21,9,8452
2022-04-21,10,8775
2022-04-21,11,9636
2022-04-21,12,3787
2022-04-21,13,3798
2022-04-21,14,10825
2022-04-21,15,10607
2022-04-21,16,7932
2022-04-24,19,11975
2022-04-24,20,11330
2022-04-24,21,7492
2022-04-24,22,5405
2022-04-24,23,3639
2022-04-25,0,1828
2022-04-25,1,1215
2022-04-25,2,1150
2022-04-25,3,1031
2022-04-25,4,112
2022-04-25,5,816
2022-04-25,6,3798
2022-04-25,7,11743
2022-04-25,8,16469
2022-04-25,9,11171
2022-04-25,10,11369
2022-04-25,11,12268
2022-04-25,12,15304
2022-04-25,13,12873
2022-04-25,14,12013
2022-04-25,15,13801
2022-04-25,16,12972
2022-04-25,17,15189
2022-04-25,18,17576
2022-04-25,19,15808
2022-04-25,20,11266
2022-04-25,21,7876
2022-04-25,22,5040
2022-04-25,23,3398
2022-04-26,0,1655
2022-04-26,1,1385
2022-04-26,2,1047
2022-04-26,3,1084
2022-04-26,4,679
2022-04-26,5,909
2022-04-26,6,3080
2022-04-26,7,11405
2022-04-26,8,14678
2022-04-26,9,10732
2022-04-26,10,9615
2022-04-26,11,11050
2022-04-26,12,12958
2022-04-26,13,11237
2022-04-26,14,9912
2022-04-26,15,11239
2022-04-26,16,11195
2022-04-26,17,12939
2022-04-26,18,15811
2022-04-26,19,11833
2022-04-26,20,9372
2022-04-26,21,7859
2022-04-26,22,4633
2022-04-26,23,3474
2022-04-27,0,1760
2022-04-27,1,1284
2022-04-27,2,1100
2022-04-27,3,828
2022-04-27,4,159
2022-04-27,5,703
2022-04-27,6,2662
2022-04-27,7,10946
2022-04-27,8,14607
2022-04-27,9,9660
2022-04-27,10,9276
2022-04-27,11,10406
2022-04-27,12,13302
2022-04-27,13,11119
2022-04-27,14,11223
2022-04-27,15,13106
2022-04-27,16,14391
2022-04-27,17,16703
2022-04-27,18,16336
2022-04-27,19,12707
2022-04-27,20,9473
2022-04-27,21,7687
2022-04-27,22,6389
2022-04-27,23,4168
2022-04-28,0,2220
2022-04-28,1,1837
2022-04-28,2,1243
2022-04-28,3,959
2022-04-28,4,183
2022-04-28,5,920
2022-04-28,6,3042
2022-04-28,7,10869
2022-04-28,8,14858
2022-04-28,9,10665
2022-04-28,10,9878
2022-04-28,11,10906
2022-04-28,12,13542
2022-04-28,13,11620
2022-04-28,14,12043
2022-04-28,15,14489
2022-04-28,16,13947
2022-04-28,17,18493
2022-04-28,18,20600
2022-04-28,19,16668
2022-04-28,20,12453
2022-04-28,21,10112
2022-04-28,22,6975
2022-04-28,23,6171
2022-04-29,0,4797
2022-04-29,1,3505
2022-04-29,2,2348
2022-04-29,3,1686
2022-04-29,4,282
2022-04-29,5,1133
2022-04-29,6,2375
2022-04-29,7,5458
2022-04-29,8,8365
2022-04-29,9,10732
2022-04-29,10,12849
2022-04-29,11,15974
2022-04-29,12,16285
2022-04-29,13,15501
2022-04-29,14,14984
2022-04-29,15,14598
2022-04-29,16,13686
2022-04-29,17,14005
2022-04-29,18,11996
2022-04-29,19,10224
2022-04-29,20,8293
2022-04-29,21,6398
2022-04-29,22,3822
2022-04-29,23,3483
2022-04-30,0,1607
2022-04-30,1,1494
2022-04-30,2,1717
2022-04-30,3,1715
2022-04-30,4,176
2022-04-30,5,1045
2022-04-30,6,2096
2022-04-30,7,4632
2022-04-30,8,7293
2022-04-30,9,11218
2022-04-30,10,15226
2022-04-30,11,17619
2022-04-30,12,15919
2022-04-30,13,16423
2022-04-30,14,17787
2022-04-30,15,17288
2022-04-30,16,14783
2022-04-30,17,14846
2022-04-30,18,13338
2022-04-30,19,11968
2022-04-30,20,8578
2022-04-30,21,6367
2022-04-30,22,4622
2022-04-30,23,4053
2022-05-01,0,1757
2022-05-01,1,1921
2022-05-01,2,1279
2022-05-01,3,878
2022-05-01,4,185
2022-05-01,5,800
2022-05-01,6,1565
2022-05-01,7,3119
2022-05-01,8,5328
2022-05-01,9,6343
2022-05-01,10,8318
2022-05-01,11,11003
2022-05-01,12,10034
2022-05-01,13,9867
2022-05-01,14,11285
2022-05-01,15,10320
2022-05-01,16,10022
2022-05-01,17,9194
2022-05-01,18,7656
2022-05-01,19,7030
2022-05-01,20,5840
2022-05-01,21,4205
2022-05-01,22,3686
2022-05-01,23,3068
2022-05-02,0,1609
2022-05-02,1,1121
2022-05-02,2,1023
2022-05-02,3,897
2022-05-02,4,125
2022-05-02,5,868
2022-05-02,6,2320
2022-05-02,7,8004
2022-05-02,8,10111
2022-05-02,9,9234
2022-05-02,10,11755
2022-05-02,11,13251
2022-05-02,12,15700
2022-05-02,13,13744
2022-05-02,14,13366
2022-05-02,15,14798
2022-05-02,16,14888
2022-05-02,17,15254
2022-05-02,18,16267
2022-05-02,19,14025
2022-05-02,20,9097
2022-05-02,21,7115
2022-05-02,22,4836
2022-05-02,23,3408
2022-05-03,0,1805
2022-05-03,1,1262
2022-05-03,2,1254
2022-05-03,3,906
2022-05-03,4,176
2022-05-03,5,913
2022-05-03,6,1480
2022-05-03,7,3270
2022-05-03,8,5887
2022-05-03,9,7935
2022-05-03,10,9518
2022-05-03,11,10955
2022-05-03,12,12871
2022-05-03,13,13239
2022-05-03,14,13733
2022-05-03,15,14903
2022-05-03,16,15195
2022-05-03,17,15575
2022-05-03,18,13600
2022-05-03,19,10718
2022-05-03,20,9259
2022-05-03,21,6768
2022-05-03,22,5170
2022-05-03,23,4006
2022-05-04,0,2219
2022-05-04,1,1559
2022-05-04,2,1157
2022-05-04,3,847
2022-05-04,4,183
2022-05-04,5,823
2022-05-04,6,1601
2022-05-04,7,3189
2022-05-04,8,5711
2022-05-04,9,7038
2022-05-04,10,10413
2022-05-04,11,15355
2022-05-04,12,13926
2022-05-04,13,16619
2022-05-04,14,16010
2022-05-04,15,18508
2022-05-04,16,17051
2022-05-04,17,16287
2022-05-04,18,15759
2022-05-04,19,12519
2022-05-04,20,10531
2022-05-04,21,10905
2022-05-04,22,8851
2022-05-04,23,6249
2022-05-05,0,3184
2022-05-05,1,2206
2022-05-05,2,2270
2022-05-05,3,1349
2022-05-05,4,260
2022-05-05,5,1510
2022-05-05,6,1958
2022-05-05,7,3859
2022-05-05,8,6316
2022-05-05,9,8556
2022-05-05,10,12663
2022-05-05,11,12200
2022-05-05,12,11693
2022-05-05,13,12176
2022-05-05,14,13129
2022-05-05,15,15483
2022-05-05,16,13828
2022-05-05,17,11618
2022-05-05,18,9791
2022-05-05,19,8438
2022-05-05,20,7086
2022-05-05,21,6089
2022-05-05,22,3330
2022-05-05,23,2631
2022-05-06,0,1161
2022-05-06,1,1012
2022-05-06,2,801
2022-05-06,3,937
2022-05-06,4,114
2022-05-06,5,888
2022-05-06,6,2136
2022-05-06,7,7700
2022-05-06,8,10431
2022-05-06,9,8408
2022-05-06,10,9698
2022-05-06,11,9316
2022-05-06,12,10840
2022-05-06,13,11251
2022-05-06,14,10296
2022-05-06,15,12107
2022-05-06,16,12413
2022-05-06,17,14626
2022-05-06,18,13462
2022-05-06,19,12744
2022-05-06,20,8988
2022-05-06,21,6933
2022-05-06,22,5159
2022-05-06,23,3523
2022-05-07,0,1675
2022-05-07,1,1768
2022-05-07,2,1246
2022-05-07,3,849
2022-05-07,4,197
2022-05-07,5,708
2022-05-07,6,2336
2022-05-07,7,3318
2022-05-07,8,6203
2022-05-07,9,7942
2022-05-07,10,10574
2022-05-07,11,13136
2022-05-07,12,12631
2022-05-07,13,14313
2022-05-07,14,13885
2022-05-07,15,14588
2022-05-07,16,14611
2022-05-07,17,13265
2022-05-07,18,11539
2022-05-07,19,9995
2022-05-07,20,10462
2022-05-07,21,6942
2022-05-07,22,3485
2022-05-07,23,3864
2022-05-08,0,2087
2022-05-08,1,1421
2022-05-08,2,1100
2022-05-08,3,1182
2022-05-08,4,163
2022-05-08,5,730
2022-05-08,6,1356
2022-05-08,7,2817
2022-05-08,8,4941
2022-05-08,9,6827
2022-05-08,10,8698
2022-05-08,11,11079
2022-05-08,12,11159
2022-05-08,13,13651
2022-05-08,14,13091
2022-05-08,15,14557
2022-05-08,16,12170
2022-05-08,17,10789
2022-05-08,18,9870
2022-05-08,19,8805
2022-05-08,20,5583
2022-05-08,21,4334
2022-05-08,22,2581
2022-05-08,23,1567
2022-05-09,0,822
2022-05-09,1,475
2022-05-09,2,330
2022-05-09,3,603
2022-05-09,4,98
2022-05-09,5,363
2022-05-09,6,2302
2022-05-09,7,8586
2022-05-09,8,12317
2022-05-09,9,8722
2022-05-09,10,8180
2022-05-09,11,8527
2022-05-09,12,9794
2022-05-09,13,9211
2022-05-09,14,10850
2022-05-09,15,10705
2022-05-09,16,11899
2022-05-09,17,14173
2022-05-09,18,14625
2022-05-09,19,11308
2022-05-09,20,8375
2022-05-09,21,6488
2022-05-09,22,3918
2022-05-09,23,2990
2022-05-10,0,1412
2022-05-10,1,759
2022-05-10,2,999
2022-05-10,3,929
2022-05-10,4,204
2022-05-10,5,893
2022-05-10,6,2802
2022-05-10,7,9608
2022-05-10,8,12920
2022-05-10,9,9084
2022-05-10,10,7888
2022-05-10,11,9734
2022-05-10,12,10628
2022-05-10,13,10527
2022-05-10,14,9406
2022-05-10,15,10559
2022-05-10,16,10533
2022-05-10,17,13739
2022-05-10,18,14207
2022-05-10,19,10325
2022-05-10,20,7506
2022-05-10,21,6058
2022-05-10,22,4230
2022-05-10,23,2659
2022-05-11,0,1672
2022-05-11,1,1293
2022-05-11,2,1217
2022-05-11,3,887
2022-05-11,4,131
2022-05-11,5,781
2022-05-11,6,2637
2022-05-11,7,8544
2022-05-11,8,12867
2022-05-11,9,8675
2022-05-11,10,8311
2022-05-11,11,7995
2022-05-11,12,10358
2022-05-11,13,8478
2022-05-11,14,7519
2022-05-11,15,10459
2022-05-11,16,11041
2022-05-11,17,13402
2022-05-11,18,15606
2022-05-11,19,13508
2022-05-11,20,7303
2022-05-11,21,5334
2022-05-11,22,3645
2022-05-11,23,2314
2022-05-12,0,1376
2022-05-12,1,1428
2022-05-12,2,802
2022-05-12,3,352
2022-05-12,4,42
2022-05-12,5,476
2022-05-12,6,2091
2022-05-12,7,7901
2022-05-12,8,11774
2022-05-12,9,7588
2022-05-12,10,6903
2022-05-12,11,9043
2022-05-12,12,11656
2022-05-12,13,11755
2022-05-12,14,8457
2022-05-12,15,10809
2022-05-12,16,11950
2022-05-12,17,12811
2022-05-12,18,13229
2022-05-12,19,12826
2022-05-12,20,8115
2022-05-12,21,6593
2022-05-12,22,4821
2022-05-12,23,3580
2022-05-13,0,1999
2022-05-13,1,1813
2022-05-13,2,1237
2022-05-13,3,1001
2022-05-13,4,91
2022-05-13,5,816
2022-05-13,6,2707
2022-05-13,7,8485
2022-05-13,8,11412
2022-05-13,9,8796
2022-05-13,10,7447
2022-05-13,11,8823
2022-05-13,12,10343
2022-05-13,13,9410
2022-05-13,14,8315
2022-05-13,15,9997
2022-05-13,16,9769
2022-05-13,17,11770
2022-05-13,18,14542
2022-05-13,19,10533
2022-05-13,20,7068
2022-05-13,21,6192
2022-05-13,22,4225
2022-05-13,23,3052
2022-05-14,0,2108
2022-05-14,1,1378
2022-05-14,2,1037
2022-05-14,3,690
2022-05-14,4,38
2022-05-14,5,430
2022-05-14,6,1224
2022-05-14,7,3654
2022-05-14,8,5898
2022-05-14,9,7192
2022-05-14,10,8498
2022-05-14,11,10825
2022-05-14,12,11660
2022-05-14,13,15319
2022-05-14,14,17605
2022-05-14,15,14416
2022-05-14,16,15533
2022-05-14,17,16211
2022-05-14,18,11433
2022-05-14,19,10207
2022-05-14,20,7810
2022-05-14,21,6141
2022-05-14,22,4713
2022-05-14,23,3324
2022-05-15,0,1996
2022-05-15,1,1806
2022-05-15,2,1284
2022-05-15,3,933
2022-05-15,4,79
2022-05-15,5,945
2022-05-15,6,1433
2022-05-15,7,2662
2022-05-15,8,4712
2022-05-15,9,5803
2022-05-15,10,7976
2022-05-15,11,10827
2022-05-15,12,10928
2022-05-15,13,12647
2022-05-15,14,13433
2022-05-15,15,14343
2022-05-15,16,13920
2022-05-15,17,12988
2022-05-15,18,10750
2022-05-15,19,8912
2022-05-15,20,8095
2022-05-15,21,4978
2022-05-15,22,2844
2022-05-15,23,1954
2022-05-16,0,1179
2022-05-16,1,832
2022-05-16,2,635
2022-05-16,3,647
2022-05-16,4,49
2022-05-16,5,626
2022-05-16,6,2571
2022-05-16,7,8709
2022-05-16,8,11990
2022-05-16,9,7352
2022-05-16,10,7858
2022-05-16,11,7920
2022-05-16,12,9998
2022-05-16,13,8446
2022-05-16,14,8704
2022-05-16,15,12111
2022-05-16,16,10123
2022-05-16,17,9941
2022-05-16,18,12047
2022-05-16,19,10095
2022-05-16,20,8708
2022-05-16,21,5344
2022-05-16,22,3234
2022-05-16,23,2308
2022-05-17,0,1157
2022-05-17,1,789
2022-05-17,2,666
2022-05-17,3,606
2022-05-17,4,35
2022-05-17,5,803
2022-05-17,6,2398
2022-05-17,7,8101
2022-05-17,8,11867
2022-05-17,9,8997
2022-05-17,10,7718
2022-05-17,11,8070
2022-05-17,12,9256
2022-05-17,13,8802
2022-05-17,14,9527
2022-05-17,15,10703
2022-05-17,16,12367
2022-05-17,17,13600
2022-05-17,18,15388
2022-05-17,19,11427
2022-05-17,20,6810
2022-05-17,21,5429
2022-05-17,22,4812
2022-05-17,23,2368
2022-05-18,0,1490
2022-05-18,1,1259
2022-05-18,2,629
2022-05-18,3,436
2022-05-18,4,55
2022-05-18,5,444
2022-05-18,6,2183
2022-05-18,7,7998
2022-05-18,8,11769
2022-05-18,9,8448
2022-05-18,10,7280
2022-05-18,11,7770
2022-05-18,12,9840
2022-05-18,13,10148
2022-05-18,14,10082
2022-05-18,15,11228
2022-05-18,16,13409
2022-05-18,17,13690
2022-05-18,18,15746
2022-05-18,19,11203
2022-05-18,20,7436
2022-05-18,21,6607
2022-05-18,22,4306
2022-05-18,23,3106
2022-05-19,0,1726
2022-05-19,1,1130
2022-05-19,2,864
2022-05-19,3,564
2022-05-19,4,3804
2022-05-19,5,2562
2022-05-19,6,3378
2022-05-19,7,1479
2022-05-19,8,244
2022-05-19,9,407
2022-05-19,10,379
2022-05-19,12,1343
2022-05-19,13,3494
2022-05-19,14,4342
2022-05-19,15,2742
2022-05-19,16,5470
2022-05-19,17,1275
2022-05-19,18,9300
2022-05-19,19,1871
2022-05-19,20,3967
2022-05-19,21,959
2022-05-23,18,771
2022-05-23,19,2781
2022-05-23,20,1810
2022-05-27,0,1632
2022-05-27,1,7039
2022-05-27,2,6323
2022-05-27,3,5703
2022-05-27,4,5086
2022-05-27,5,6012
2022-05-27,6,5794
2022-05-27,7,5602
2022-05-27,8,5574
2022-05-27,9,5402
2022-05-28,10,3462
2022-05-28,11,46
2022-05-28,12,17872
2022-05-28,13,16248
2022-05-28,14,17671
2022-05-28,15,17633
2022-05-28,16,17869
2022-05-28,17,17868
2022-05-28,18,15757
2022-05-28,19,13529
2022-05-28,20,11006
2022-05-28,21,10126
2022-05-28,22,7194
2022-05-28,23,5867
2022-05-29,0,3123
2022-05-29,1,3108
2022-05-29,2,2245
2022-05-29,3,1818
2022-05-29,4,1023
2022-05-29,5,1551
2022-05-29,6,2386
2022-05-29,7,3661
2022-05-29,8,5836
2022-05-29,9,8427
2022-05-29,10,10280
2022-05-29,11,13870
2022-05-29,12,14193
2022-05-29,13,13624
2022-05-29,14,15887
2022-05-29,15,13644
2022-05-29,16,15602
2022-05-29,17,13297
2022-05-29,18,12293
2022-05-29,19,11799
2022-05-29,20,8329
2022-05-29,21,7407
2022-05-29,22,5084
2022-05-29,23,3507
2022-05-30,0,2161
2022-05-30,1,1756
2022-05-30,2,1273
2022-05-30,3,996
2022-05-30,4,987
2022-05-30,5,1172
2022-05-30,6,3548
2022-05-30,7,11585
2022-05-30,8,15066
2022-05-30,9,11030
2022-05-30,10,8459
2022-05-30,11,11217
2022-05-30,12,11182
2022-05-30,13,11315
2022-05-30,14,10819
2022-05-30,15,12432
2022-05-30,16,12362
2022-05-30,17,15209
2022-05-30,18,18082
2022-05-30,19,13134
2022-05-30,20,9204
2022-05-30,21,7548
2022-05-30,22,5889
2022-05-30,23,3730
2022-05-31,0,2525
2022-05-31,1,1708
2022-05-31,2,1029
2022-05-31,3,879
2022-05-31,4,803
2022-05-31,5,1405
2022-05-31,6,3562
2022-05-31,7,10584
2022-05-31,8,14581
2022-05-31,9,8970
2022-05-31,10,7834
2022-05-31,11,8737
2022-05-31,12,10097
2022-05-31,13,8887
2022-05-31,14,9141
2022-05-31,15,9812
2022-05-31,16,11619
2022-05-31,17,13577
2022-05-31,18,15942
2022-05-31,19,11472
2022-05-31,20,8355
2022-05-31,21,7897
2022-05-31,22,4859
2022-05-31,23,4453
2022-06-01,0,2206
2022-06-01,1,1477
2022-06-01,2,1645
