date,hour,bdaddr
2022-04-20,14,325
2022-04-20,20,2085
2022-04-27,10,13577
2022-04-27,11,23387
2022-04-27,12,30780
2022-04-27,13,29052
2022-04-27,14,28223
2022-04-27,15,28867
2022-04-27,16,29761
2022-04-27,17,32721
2022-04-27,18,34942
2022-04-27,19,29130
2022-04-27,20,20328
2022-04-27,21,16876
2022-04-27,22,14662
2022-04-27,23,11419
2022-04-28,0,7467
2022-04-28,1,4985
2022-04-28,2,3985
2022-04-28,3,3442
2022-04-28,4,497
2022-04-28,5,2202
2022-04-28,6,4132
2022-04-28,7,11996
2022-04-28,8,23764
2022-04-28,9,18855
2022-04-28,10,17937
2022-04-28,11,22078
2022-04-28,12,30809
2022-04-28,13,25983
2022-04-28,14,24138
2022-04-28,15,24234
2022-04-28,16,26519
2022-04-28,17,32659
2022-04-28,18,34170
2022-04-28,19,29035
2022-04-28,20,21870
2022-04-28,21,19780
2022-04-28,22,15440
2022-04-28,23,14473
2022-04-29,0,7637
2022-04-29,1,5461
2022-04-29,2,3958
2022-04-29,3,3827
2022-04-29,4,505
2022-04-29,5,2992
2022-04-29,6,3953
2022-04-29,7,4629
2022-04-29,8,10381
2022-04-29,9,13964
2022-04-29,10,21382
2022-04-29,11,28021
2022-04-29,12,31269
2022-04-29,13,34088
2022-04-29,14,32359
2022-04-29,15,29517
2022-04-29,16,30865
2022-04-29,17,30039
2022-04-29,18,25724
2022-04-29,19,22718
2022-04-29,20,16484
2022-04-29,21,13953
2022-04-29,22,11065
2022-04-29,23,8513
2022-04-30,0,4406
2022-04-30,1,4087
2022-04-30,2,3282
2022-04-30,3,2746
2022-04-30,4,386
2022-04-30,5,2550
2022-04-30,6,3661
2022-04-30,7,5162
2022-04-30,8,9779
2022-04-30,9,14146
2022-04-30,10,21602
2022-04-30,11,26933
2022-04-30,12,32404
2022-04-30,13,33645
2022-04-30,14,35573
2022-04-30,15,32729
2022-04-30,16,29789
2022-04-30,17,31567
2022-04-30,18,28781
2022-04-30,19,26505
2022-04-30,20,19380
2022-04-30,21,15031
2022-04-30,22,13939
2022-04-30,23,12516
2022-05-01,0,6156
2022-05-01,1,4970
2022-05-01,2,4261
2022-05-01,3,3494
2022-05-01,4,559
2022-05-01,5,2757
2022-05-01,6,3672
2022-05-01,7,4278
2022-05-01,8,9200
2022-05-01,9,13591
2022-05-01,10,18934
2022-05-01,11,29792
2022-05-01,12,30682
2022-05-01,13,31302
2022-05-01,14,29603
2022-05-01,15,30288
2022-05-01,16,26346
2022-05-01,17,25595
2022-05-01,18,26475
2022-05-01,19,21902
2022-05-01,20,15115
2022-05-01,21,13447
2022-05-01,22,10433
2022-05-01,23,8074
2022-05-02,0,3827
2022-05-02,1,3202
2022-05-02,2,2811
2022-05-02,3,1980
2022-05-02,4,303
2022-05-02,5,2001
2022-05-02,6,3656
2022-05-02,7,8382
2022-05-02,8,16441
2022-05-02,9,15368
2022-05-02,10,20829
2022-05-02,11,26987
2022-05-02,12,31417
2022-05-02,13,28927
2022-05-02,14,31302
2022-05-02,15,27947
2022-05-02,16,28361
2022-05-02,17,30768
2022-05-02,18,29285
2022-05-02,19,24819
2022-05-02,20,19766
2022-05-02,21,17685
2022-05-02,22,14767
2022-05-02,23,11237
2022-05-03,0,5111
2022-05-03,1,4098
2022-05-03,2,3402
2022-05-03,3,2767
2022-05-03,4,517
2022-05-03,5,2406
2022-05-03,6,3699
2022-05-03,7,4144
2022-05-03,8,9085
2022-05-03,9,12328
2022-05-03,10,20983
2022-05-03,11,29308
2022-05-03,12,32473
2022-05-03,13,35399
2022-05-03,14,35988
2022-05-03,15,38070
2022-05-03,16,36046
2022-05-03,17,33315
2022-05-03,18,31700
2022-05-03,19,27557
2022-05-03,20,19856
2022-05-03,21,15004
2022-05-03,22,12344
2022-05-03,23,12654
2022-05-04,0,6051
2022-05-04,1,4938
2022-05-04,2,3583
2022-05-04,3,3441
2022-05-04,4,467
2022-05-04,5,2814
2022-05-04,6,3295
2022-05-04,7,4403
2022-05-04,8,8531
2022-05-04,9,13640
2022-05-04,10,23560
2022-05-04,11,30702
2022-05-04,12,31857
2022-05-04,15,21152
2022-05-04,16,33812
2022-05-04,17,34394
2022-05-04,18,33239
2022-05-04,19,27499
2022-05-04,20,21178
2022-05-04,21,15836
2022-05-04,22,13390
2022-05-04,23,11186
2022-05-05,0,5657
2022-05-05,1,5900
2022-05-05,2,4536
2022-05-05,3,3131
2022-05-05,4,2797
2022-05-05,5,3502
2022-05-05,6,3682
2022-05-05,7,4671
2022-05-05,8,8456
2022-05-05,9,15480
2022-05-05,10,21976
2022-05-05,11,29185
2022-05-05,12,31532
2022-05-05,13,34554
2022-05-05,14,34578
2022-05-05,15,32947
2022-05-05,16,31088
2022-05-05,17,29009
2022-05-05,18,26944
2022-05-05,19,21448
2022-05-05,20,17106
2022-05-05,21,14784
2022-05-05,22,11749
2022-05-05,23,7662
2022-05-06,0,4193
2022-05-06,1,2684
2022-05-06,2,2388
2022-05-06,3,2098
2022-05-06,4,464
2022-05-06,5,2118
2022-05-06,6,3911
2022-05-06,7,8269
2022-05-06,8,17528
2022-05-06,9,16011
2022-05-06,10,20614
2022-05-06,11,25132
2022-05-06,12,29189
2022-05-06,13,28477
2022-05-06,14,28256
2022-05-06,15,27588
2022-05-06,16,26801
2022-05-06,17,29776
2022-05-06,18,29501
2022-05-06,19,23689
2022-05-06,20,18540
2022-05-06,21,17254
2022-05-06,22,12737
2022-05-06,23,13062
2022-05-07,0,7421
2022-05-07,1,5414
2022-05-07,2,4001
2022-05-07,3,3521
2022-05-07,4,572
2022-05-07,5,2987
2022-05-07,6,3910
2022-05-07,7,5451
2022-05-07,8,13532
2022-05-07,9,19733
2022-05-07,10,22676
2022-05-07,11,27476
2022-05-07,12,32032
2022-05-07,13,31977
2022-05-07,14,31978
2022-05-07,15,32379
2022-05-07,16,37022
2022-05-07,17,41045
2022-05-07,18,28857
2022-05-07,19,26369
2022-05-07,20,19694
2022-05-07,21,17767
2022-05-07,22,12336
2022-05-07,23,11990
2022-05-08,0,7169
2022-05-08,1,5236
2022-05-08,2,3936
2022-05-08,3,3076
2022-05-08,4,635
2022-05-08,5,2572
2022-05-08,6,4076
2022-05-08,7,4995
2022-05-08,8,8457
2022-05-08,9,16258
2022-05-08,10,22690
2022-05-08,11,29731
2022-05-08,12,27185
2022-05-08,13,28994
2022-05-08,14,32114
2022-05-08,15,31334
2022-05-08,16,29260
2022-05-08,17,25840
2022-05-08,18,25738
2022-05-08,19,20382
2022-05-08,20,14303
2022-05-08,21,10869
2022-05-08,22,9266
2022-05-08,23,7618
2022-05-09,0,4517
2022-05-09,1,3608
2022-05-09,2,2924
2022-05-09,3,2624
2022-05-09,4,2314
2022-05-09,5,2787
2022-05-09,6,4047
2022-05-09,7,11201
2022-05-09,8,23554
2022-05-09,9,18344
2022-05-09,10,18116
2022-05-09,11,20937
2022-05-09,12,24578
2022-05-09,13,22593
2022-05-09,14,23005
2022-05-09,15,20287
2022-05-09,16,22463
2022-05-09,17,27649
2022-05-09,18,28191
2022-05-09,19,23006
2022-05-09,20,16777
2022-05-09,21,12260
2022-05-09,22,10119
2022-05-09,23,7017
2022-05-10,0,3038
2022-05-10,1,2098
2022-05-10,2,2200
2022-05-10,3,1665
2022-05-10,4,247
2022-05-10,5,1592
2022-05-10,6,2877
2022-05-10,7,10683
2022-05-10,8,23402
2022-05-10,9,18034
2022-05-10,10,19930
2022-05-10,11,24053
2022-05-10,12,27363
2022-05-10,13,25839
2022-05-10,14,24614
2022-05-10,15,23816
2022-05-10,16,23613
2022-05-10,17,27675
2022-05-10,18,30079
2022-05-10,19,24243
2022-05-10,20,17956
2022-05-10,21,15550
2022-05-10,22,12434
2022-05-10,23,8884
