date,hour,bdaddr
2022-04-20,5,186
2022-04-20,17,967
2022-04-20,18,7790
2022-04-20,19,9539
2022-04-20,20,2271
2022-04-20,21,784
2022-04-22,13,2165
2022-04-22,14,6813
2022-04-22,15,5585
2022-04-22,16,4878
2022-04-22,17,7444
2022-04-22,18,8714
2022-04-22,19,6575
2022-04-22,20,4749
2022-04-22,21,3791
2022-04-22,22,2558
2022-04-22,23,1912
2022-04-23,0,914
2022-04-23,1,819
2022-04-23,2,573
2022-04-23,3,522
2022-04-23,4,84
2022-04-23,5,297
2022-04-23,6,407
2022-04-23,7,1127
2022-04-23,8,1853
2022-04-23,9,2675
2022-04-23,10,3143
2022-04-23,11,4680
2022-04-23,12,5414
2022-04-23,13,5043
2022-04-23,14,5571
2022-04-23,15,5641
2022-04-23,16,6413
2022-04-23,17,6462
2022-04-23,18,5694
2022-04-23,19,4618
2022-04-23,20,3471
2022-04-23,21,2366
2022-04-23,22,1609
2022-04-23,23,776
2022-04-24,0,565
2022-04-24,1,424
2022-04-24,2,357
2022-04-24,3,292
2022-04-24,4,94
2022-04-24,5,283
2022-04-24,6,488
2022-04-24,7,745
2022-04-24,8,1509
2022-04-24,9,2093
2022-04-24,10,3466
2022-04-24,11,5145
2022-04-24,12,5083
2022-04-24,13,6090
2022-04-24,14,5758
2022-04-24,15,5561
2022-04-24,16,5510
2022-04-24,17,5082
2022-04-24,18,4975
2022-04-24,19,4437
2022-04-24,20,2502
2022-04-24,21,1543
2022-04-24,22,1025
2022-04-24,23,749
2022-04-25,0,587
2022-04-25,1,491
2022-04-25,2,444
2022-04-25,3,395
2022-04-25,4,59
2022-04-25,5,399
2022-04-25,6,767
2022-04-25,7,2418
2022-04-25,8,4996
2022-04-25,9,2388
2022-04-25,10,3053
2022-04-25,11,4055
2022-04-25,12,5615
2022-04-25,13,5264
2022-04-25,14,4338
2022-04-25,15,4470
2022-04-25,16,4089
2022-04-25,17,6074
2022-04-25,18,7217
2022-04-25,19,6609
2022-04-25,20,3933
2022-04-25,21,2423
2022-04-25,22,1778
2022-04-25,23,1131
2022-04-26,0,753
2022-04-26,1,744
2022-04-26,2,639
2022-04-26,3,661
2022-04-26,4,95
