date,hour,bdaddr
2022-04-21,3,241
2022-04-21,11,6765
2022-05-21,14,8203
2022-05-21,15,8185
2022-05-21,16,540
2022-05-21,17,100
2022-05-21,18,202
2022-05-21,19,5296
2022-05-28,17,3157
2022-05-28,18,8722
2022-05-28,19,8249
2022-05-28,20,7063
2022-05-28,21,5716
2022-05-28,22,3797
2022-05-28,23,2971
2022-05-29,0,2434
2022-05-29,1,1991
2022-05-29,2,2176
2022-05-29,3,1975
2022-05-29,4,1583
2022-05-29,5,2250
2022-05-29,6,2294
2022-05-29,7,2763
2022-05-29,8,3819
2022-05-29,9,5257
2022-05-29,10,8759
2022-05-29,11,6819
2022-05-29,12,9455
2022-05-29,13,9722
2022-05-29,14,8441
2022-05-29,15,8682
2022-05-29,16,7953
2022-05-29,17,8439
2022-05-29,18,9999
2022-05-29,19,7705
2022-05-29,20,5871
2022-05-29,21,3723
2022-05-29,22,2448
2022-05-29,23,2012
2022-05-30,0,1737
2022-05-30,1,1553
2022-05-30,2,1446
2022-05-30,3,1456
2022-05-30,4,1329
2022-05-30,5,1587
2022-05-30,6,2233
2022-05-30,7,5508
2022-05-30,8,9036
2022-05-30,9,8030
2022-05-30,10,7020
2022-05-30,11,7960
2022-05-30,12,10271
2022-05-30,13,8487
2022-05-30,14,7827
2022-05-30,15,7928
2022-05-30,16,8430
2022-05-30,17,10153
2022-05-30,18,9919
2022-05-30,19,8281
2022-05-30,20,6570
2022-05-30,21,4042
2022-05-30,22,3424
2022-05-30,23,2237
2022-05-31,0,1771
2022-05-31,1,1684
2022-05-31,2,1509
2022-05-31,3,1523
2022-05-31,4,1457
2022-05-31,5,1540
2022-05-31,6,2295
2022-05-31,7,4742
2022-05-31,8,7868
2022-05-31,9,5654
2022-05-31,10,7704
2022-05-31,11,9459
2022-05-31,12,10321
2022-05-31,13,9153
2022-05-31,14,9295
2022-05-31,15,11102
2022-05-31,16,10305
2022-05-31,17,11612
2022-05-31,18,12229
2022-05-31,19,11369
2022-05-31,20,8865
2022-05-31,21,6387
2022-05-31,22,3891
2022-05-31,23,2647
2022-06-01,0,1766
2022-06-01,1,1671
2022-06-01,2,1520
2022-06-01,3,1528
2022-06-01,4,1309
2022-06-01,5,1731
2022-06-01,6,2332
2022-06-01,7,6148
2022-06-01,8,9969
2022-06-01,9,8482
2022-06-01,10,5120
2022-06-09,10,3291
2022-06-09,11,11344
2022-06-09,12,13793
2022-06-09,13,10854
2022-06-09,14,11815
2022-06-09,15,10050
2022-06-09,16,11088
2022-06-09,17,13750
2022-06-09,18,13984
2022-06-09,19,7152
2022-06-15,18,3784
2022-06-15,19,27697
2022-06-19,15,247
2022-06-19,16,60111
2022-06-19,17,59103
2022-06-19,18,51493
2022-06-19,19,25093
2022-06-22,11,35177
2022-06-22,12,45238
2022-06-22,13,46893
2022-06-22,14,48991
2022-06-22,15,48471
2022-06-22,16,47027
2022-06-22,17,50861
2022-06-22,18,51093
2022-06-22,19,31606
2022-06-22,20,10799
2022-06-22,21,8027
2022-06-22,22,5049
2022-06-22,23,3571
2022-06-23,0,2018
2022-06-23,1,1848
2022-06-23,2,1590
2022-06-23,3,1138
2022-06-23,4,1438
2022-06-23,5,1661
2022-06-23,6,2835
2022-06-23,7,4415
2022-06-23,8,9700
2022-06-23,9,23155
2022-06-23,10,36172
2022-06-23,11,42178
2022-06-23,12,43442
2022-06-23,13,44710
2022-06-23,14,46098
2022-06-23,15,46158
2022-06-23,16,45035
2022-06-23,17,49801
2022-06-23,18,47360
2022-06-23,19,27883
2022-06-23,20,5177
2022-06-23,21,4346
2022-06-23,22,3437
2022-06-23,23,2967
2022-06-24,0,2482
2022-06-24,1,2443
2022-06-24,2,2276
2022-06-24,3,1451
2022-06-24,4,2094
2022-06-24,5,2142
2022-06-24,6,2721
2022-06-24,7,4353
2022-06-24,8,8565
2022-06-24,9,19520
2022-06-24,10,34675
2022-06-24,11,42313
2022-06-24,12,45913
2022-06-24,13,44031
2022-06-24,14,45755
2022-06-24,15,47048
2022-06-24,16,45294
2022-06-24,17,54537
2022-06-24,18,55624
2022-06-24,19,34027
2022-06-24,20,6411
2022-06-24,21,4936
2022-06-24,22,4094
2022-06-24,23,3851
2022-06-25,0,2834
2022-06-25,1,2275
2022-06-25,2,2065
2022-06-25,3,1919
2022-06-25,4,2090
2022-06-25,5,2470
2022-06-25,6,2570
2022-06-25,7,2730
2022-06-25,8,9037
2022-06-25,9,22571
2022-06-25,10,44323
2022-06-25,11,59018
2022-06-25,12,68080
2022-06-25,13,68221
2022-06-25,14,67823
2022-06-25,15,68037
2022-06-25,16,68535
2022-06-25,17,68923
2022-06-25,18,63424
2022-06-25,19,41430
2022-06-25,20,7272
2022-06-25,21,6100
2022-06-25,22,4456
2022-06-25,23,4296
2022-06-26,0,2821
2022-06-26,1,2617
2022-06-26,2,2351
2022-06-26,3,2046
2022-06-26,4,2532
2022-06-26,5,2640
2022-06-26,6,3193
2022-06-26,7,2977
2022-06-26,8,9920
2022-06-26,9,24584
2022-06-26,10,47144
2022-06-26,11,60084
2022-06-26,12,61861
2022-06-26,13,65594
2022-06-26,14,70271
2022-06-26,15,67029
2022-06-26,16,64702
2022-06-26,17,60082
2022-06-26,18,56335
2022-06-26,19,33894
2022-06-26,20,7071
2022-06-26,21,4501
2022-06-26,22,3331
2022-06-26,23,2638
2022-06-27,0,2089
2022-06-27,1,2061
2022-06-27,2,2085
2022-06-27,3,1798
2022-06-27,4,2347
2022-06-27,5,2248
2022-06-27,6,2587
2022-06-27,7,4073
2022-06-27,8,7739
2022-06-27,9,19477
2022-06-27,10,33262
2022-06-27,11,40718
2022-06-27,12,43973
2022-06-27,13,42863
2022-06-27,14,41996
2022-06-27,15,43016
2022-06-27,16,42952
2022-06-27,17,47267
2022-06-27,18,49079
2022-06-27,19,26912
2022-06-27,20,5201
2022-06-27,21,3750
2022-06-27,22,2800
2022-06-27,23,2299
2022-06-28,0,1038
2022-07-01,14,3790
2022-07-01,15,48594
2022-07-01,16,47440
2022-07-01,17,52849
2022-07-01,18,58242
2022-07-01,19,35957
2022-07-01,20,8508
2022-07-01,21,6164
2022-07-01,22,4582
2022-07-01,23,4143
2022-07-02,0,3033
2022-07-02,1,2535
2022-07-02,2,2428
2022-07-02,3,1782
2022-07-02,4,2047
2022-07-02,5,2573
2022-07-02,6,3046
2022-07-02,7,3435
2022-07-02,8,7864
2022-07-02,9,17562
2022-07-02,10,42024
2022-07-02,11,52675
2022-07-02,12,55225
2022-07-02,13,65807
2022-07-02,14,67533
2022-07-02,15,63556
2022-07-02,16,64621
2022-07-02,17,66648
2022-07-02,18,61953
2022-07-02,19,35357
2022-07-02,20,7434
2022-07-02,21,5285
2022-07-02,22,4855
2022-07-02,23,3925
2022-07-03,0,2907
2022-07-03,1,2470
2022-07-03,2,2307
2022-07-03,3,1722
2022-07-03,4,2314
