date,hour,bdaddr
2022-08-29,5,6907
2022-08-29,6,12056
2022-08-29,7,12274
2022-08-29,8,12309
2022-08-29,9,12508
2022-08-29,10,10261
2022-08-29,11,11746
2022-08-29,12,6532
2022-08-29,17,7287
2022-08-29,18,11863
2022-08-29,19,10348
2022-08-29,20,8658
2022-08-29,21,6937
2022-08-29,22,5345
2022-08-29,23,2496
2022-08-30,0,1859
2022-08-30,1,1931
2022-08-30,2,1475
2022-08-30,3,863
2022-08-30,4,846
2022-08-30,5,740
2022-08-30,6,1423
2022-08-30,7,2296
2022-08-30,8,2611
2022-08-30,9,4504
2022-08-30,10,5341
2022-09-02,11,17948
2022-09-02,12,7509
2022-09-02,14,4932
2022-09-04,19,647
2022-09-06,18,3802
2022-09-07,21,203
2022-09-10,16,4967
2022-09-10,17,465
2022-09-11,15,24564
2022-09-11,19,3081
2022-09-12,1,8256
2022-09-12,2,6716
2022-09-12,3,6049
2022-09-12,4,6904
2022-09-12,5,5237
2022-09-12,6,4872
2022-09-12,7,8552
2022-09-12,8,9100
2022-09-12,9,11448
2022-09-12,10,11919
2022-09-12,11,14325
2022-09-12,12,32895
2022-09-12,13,24906
2022-09-12,14,20556
2022-09-12,15,18864
2022-09-12,16,17574
2022-09-12,17,20771
2022-09-12,18,27986
2022-09-12,19,26118
2022-09-12,20,24429
2022-09-12,21,17123
2022-09-12,22,15116
2022-09-12,23,8413
2022-09-13,0,4966
2022-09-13,1,5833
2022-09-13,2,17
2022-09-13,3,1502
2022-09-13,4,1794
2022-09-13,5,2075
2022-09-13,6,2751
2022-09-13,7,8943
2022-09-13,8,11935
2022-09-13,9,12338
2022-09-13,10,13709
2022-09-13,11,19358
2022-09-13,12,31864
2022-09-13,13,26183
2022-09-13,14,20167
2022-09-13,15,18654
2022-09-13,16,19825
2022-09-13,17,28439
2022-09-13,18,34317
2022-09-13,19,31417
2022-09-13,20,31469
2022-09-13,21,29824
2022-09-13,22,24321
2022-09-13,23,16378
2022-09-14,0,8164
2022-09-14,1,7044
2022-09-14,2,4652
2022-09-14,3,342
2022-09-16,19,1155
