date,hour,bdaddr
2022-05-13,2,1610
2022-05-13,3,3033
2022-05-13,4,1924
2022-05-13,5,1067
2022-05-14,9,24743
2022-05-14,10,35625
2022-05-14,11,39626
2022-05-14,12,43617
2022-05-14,13,50399
2022-05-14,14,54145
2022-05-14,15,82879
2022-05-14,16,85913
2022-05-14,17,82714
2022-05-14,18,69266
2022-05-14,19,28277
2022-05-21,10,2749
2022-05-21,11,10994
2022-05-21,12,13372
2022-05-21,13,14359
2022-05-21,14,3725
2022-05-24,21,4215
2022-05-24,23,4
2022-05-25,0,412
2022-05-25,1,113
2022-05-25,2,43
2022-05-25,3,10
2022-05-25,4,395
2022-05-25,5,976
2022-05-25,6,3205
2022-05-25,7,7675
2022-05-25,8,12490
2022-05-25,9,10112
2022-05-25,10,12142
2022-05-25,11,11442
2022-05-25,12,8566
2022-05-28,23,5897
2022-05-29,0,8039
2022-05-29,1,7821
2022-05-29,2,7845
2022-05-29,3,7806
2022-05-29,4,6752
2022-05-29,5,7533
2022-05-29,6,7587
2022-05-29,7,7587
2022-05-29,8,8348
2022-05-29,9,8337
2022-05-29,10,8554
2022-05-29,11,8654
2022-05-29,12,8259
2022-05-29,13,8199
2022-05-29,14,9110
2022-05-29,15,8761
2022-05-29,16,6691
2022-05-29,17,5865
2022-05-29,18,5896
2022-05-29,19,5847
2022-05-29,20,6576
2022-05-29,21,8181
2022-05-29,22,8522
2022-05-29,23,8890
2022-05-30,0,8007
2022-05-30,1,7609
2022-05-30,2,7655
2022-05-30,3,7325
2022-05-30,4,6532
2022-05-30,5,7373
2022-05-30,6,7198
2022-05-30,7,7910
2022-05-30,8,7989
2022-05-30,9,8329
2022-05-30,10,8422
2022-05-30,11,8452
2022-05-30,12,7068
2022-07-12,20,1309
