date,hour,bdaddr
2022-04-21,4,2104
2022-04-21,12,8811
2022-04-21,13,9349
2022-04-21,14,10272
2022-04-21,15,10069
2022-04-21,16,7213
2022-05-21,14,5536
2022-05-21,15,4344
2022-05-21,16,1243
2022-05-21,17,5237
2022-05-21,18,3395
2022-05-21,19,2577
2022-05-21,20,3923
2022-05-28,17,2095
2022-05-28,18,539
2022-05-28,19,627
2022-05-28,20,52
2022-05-28,21,3972
2022-05-28,22,2685
2022-05-28,23,2292
2022-05-29,0,2011
2022-05-29,1,1870
2022-05-29,2,1926
2022-05-29,3,1871
2022-05-29,4,1102
2022-05-29,5,1989
2022-05-29,6,1900
2022-05-29,7,2074
2022-05-29,8,2672
2022-05-29,9,2831
2022-05-29,10,4121
2022-05-29,11,3761
2022-05-29,12,5356
2022-05-29,13,5566
2022-05-29,14,4985
2022-05-29,15,4599
2022-05-29,16,4581
2022-05-29,17,4667
2022-05-29,18,6342
2022-05-29,19,4970
2022-05-29,20,3919
2022-05-29,21,2472
2022-05-29,22,1763
2022-05-29,23,1598
2022-05-30,0,1502
2022-05-30,1,1421
2022-05-30,2,1402
2022-05-30,3,1392
2022-05-30,4,1299
2022-05-30,5,1469
2022-05-30,6,1827
2022-05-30,7,3190
2022-05-30,8,4910
2022-05-30,9,4540
2022-05-30,10,4184
2022-05-30,11,4585
2022-05-30,12,6030
2022-05-30,13,5291
2022-05-30,14,5080
2022-05-30,15,4980
2022-05-30,16,5290
2022-05-30,17,5855
2022-05-30,18,5402
2022-05-30,19,4649
2022-05-30,20,3747
2022-05-30,21,2587
2022-05-30,22,2357
2022-05-30,23,1844
2022-05-31,0,1579
2022-05-31,1,1550
2022-05-31,2,1450
2022-05-31,3,1476
2022-05-31,4,1328
2022-05-31,5,1426
2022-05-31,6,1732
2022-05-31,7,2763
2022-05-31,8,4282
2022-05-31,9,3545
2022-05-31,10,6172
2022-05-31,11,7573
2022-05-31,12,6763
2022-05-31,13,6736
2022-05-31,14,6444
2022-05-31,15,8326
2022-05-31,16,7268
2022-05-31,17,7683
2022-05-31,18,8306
2022-05-31,19,8011
2022-05-31,20,6050
2022-05-31,21,4099
2022-05-31,22,2421
2022-05-31,23,2069
2022-06-01,0,1566
2022-06-01,1,1484
2022-06-01,2,1386
2022-06-01,3,1428
2022-06-01,4,1272
2022-06-01,5,1540
2022-06-01,6,1699
2022-06-01,7,3110
2022-06-01,8,4558
2022-06-01,9,4626
2022-06-01,10,3344
2022-06-09,10,2342
2022-06-09,11,8944
2022-06-09,12,8858
2022-06-09,13,7632
2022-06-09,14,8457
2022-06-09,15,6081
2022-06-09,16,7339
2022-06-09,17,8949
2022-06-09,18,9103
2022-06-09,19,4148
2022-06-15,16,3330
2022-06-15,17,7001
2022-06-15,18,1646
2022-06-15,19,2909
2022-06-15,20,135
2022-06-15,21,65
2022-06-15,22,66
2022-06-15,23,58
2022-06-16,0,64
2022-06-16,1,51
2022-06-16,2,79
2022-06-16,3,74
2022-06-16,4,55
2022-06-16,5,46
2022-06-16,6,46
2022-06-16,7,44
2022-06-16,8,845
2022-06-16,9,6315
2022-06-16,10,15649
2022-06-16,11,15135
2022-06-16,12,12915
2022-06-16,13,12454
2022-06-16,14,12222
2022-06-16,15,9453
2022-06-16,16,8988
2022-06-16,17,7250
2022-06-16,18,5580
2022-06-16,19,11
2022-06-19,16,8588
2022-06-19,17,8044
2022-06-19,18,5473
2022-06-19,19,12
2022-06-27,13,10264
2022-06-27,14,12716
2022-06-27,15,11994
2022-06-27,16,11911
2022-06-27,17,11272
2022-06-27,18,11606
2022-06-27,19,1618
2022-06-27,20,285
2022-06-27,21,84
2022-06-27,22,54
2022-06-27,23,51
2022-06-28,0,64
2022-06-28,1,80
2022-06-28,2,87
2022-06-28,3,2
2022-06-28,5,2
2022-06-28,6,3
2022-06-28,7,2
2022-06-28,8,596
2022-06-28,9,4840
2022-06-28,10,10323
2022-06-28,11,12471
2022-06-28,12,10180
2022-06-28,13,10592
2022-06-28,14,10017
2022-06-28,15,11672
2022-06-28,16,10553
2022-06-28,17,7867
2022-06-28,18,5754
2022-06-28,19,2692
2022-06-28,20,2329
2022-06-28,21,1118
2022-06-28,22,26
2022-06-28,23,19
2022-06-29,0,16
2022-06-29,1,15
2022-06-29,2,36
2022-06-29,6,2
2022-06-29,7,2
2022-06-29,8,9
2022-06-29,9,1751
2022-06-29,10,5953
2022-06-29,11,7203
2022-06-29,12,5967
2022-06-29,13,5033
2022-06-29,14,5404
2022-06-29,15,6115
2022-06-29,16,5844
2022-06-29,17,6832
2022-06-29,18,4141
2022-06-29,19,1031
2022-06-29,20,162
2022-06-29,21,246
2022-06-29,22,86
2022-06-29,23,268
2022-06-30,0,401
2022-06-30,1,396
2022-06-30,2,413
2022-06-30,3,390
2022-06-30,4,529
2022-06-30,5,343
2022-06-30,6,358
2022-06-30,7,344
2022-06-30,8,743
2022-06-30,9,3051
2022-06-30,10,8497
2022-06-30,11,9955
2022-06-30,12,8498
2022-06-30,13,7940
2022-06-30,14,6764
2022-06-30,15,4120
2022-07-18,15,12633
2022-07-18,16,13692
2022-07-18,17,11775
2022-07-18,18,6952
2022-07-18,19,1864
2022-07-18,20,984
2022-07-18,21,1023
2022-07-18,22,77
2022-07-18,23,114
2022-07-19,0,88
2022-07-19,1,109
2022-07-19,2,106
2022-07-19,3,100
2022-07-19,4,124
2022-07-19,5,139
2022-07-19,6,156
2022-07-19,7,161
2022-07-19,8,1099
2022-07-19,9,3193
2022-07-19,10,9128
2022-07-19,11,8664
2022-07-19,12,6494
2022-07-19,13,8530
2022-07-19,14,8715
2022-07-19,15,7488
2022-07-19,16,6806
2022-07-19,17,9006
2022-07-19,18,5574
2022-07-19,19,1784
2022-07-19,20,1372
2022-07-19,21,184
2022-07-19,22,174
2022-07-19,23,182
2022-07-20,0,106
2022-07-20,1,359
2022-07-20,2,6
2022-07-20,3,9
2022-07-20,4,11
2022-07-20,5,8
2022-07-20,6,33
2022-07-20,7,101
2022-07-20,8,1278
2022-07-20,9,3009
2022-07-20,10,9705
2022-07-20,11,8736
2022-07-20,12,9341
2022-07-20,13,8124
2022-07-20,14,10380
2022-07-20,15,9379
2022-07-20,16,8332
2022-07-20,17,8096
2022-07-20,18,7025
2022-07-20,19,2095
2022-07-20,20,576
2022-07-20,21,419
2022-07-20,22,156
2022-07-20,23,107
2022-07-21,0,722
2022-07-21,1,446
2022-07-21,2,169
2022-07-21,3,46
2022-07-21,4,60
2022-07-21,5,49
2022-07-21,6,69
2022-07-21,7,179
2022-07-21,8,1097
2022-07-21,9,3598
