date,hour,bdaddr
2022-05-13,5,270
2022-05-14,9,35105
2022-05-14,10,59724
2022-05-14,11,66189
2022-05-14,12,58416
2022-05-14,13,46616
2022-05-14,14,60728
2022-05-14,15,43795
2022-05-14,16,58502
2022-05-14,17,58790
2022-05-14,18,27903
2022-05-14,19,10680
2022-05-15,6,1231
2022-05-15,7,9605
2022-05-15,8,18335
2022-05-15,9,30766
2022-05-15,10,53966
2022-05-15,11,50438
2022-05-15,12,49764
2022-05-15,13,68369
2022-05-15,14,52919
2022-05-15,15,55842
2022-05-15,16,67742
2022-05-15,17,265
2022-05-22,11,1044
2022-05-22,12,4116
2022-05-22,13,5137
2022-05-22,14,5913
2022-05-22,15,4757
2022-05-22,16,2627
2022-05-22,17,1787
2022-05-22,18,2636
2022-05-22,19,1010
2022-05-22,20,119
2022-05-22,21,175
2022-05-22,22,192
2022-05-25,3,391
2022-05-25,4,712
2022-05-25,5,746
2022-05-25,6,2222
2022-05-25,7,2368
2022-05-25,8,2262
2022-05-25,9,2604
2022-05-25,10,2561
2022-05-25,11,2654
2022-05-28,22,984
2022-05-28,23,9465
2022-05-29,0,8213
2022-05-29,1,8053
2022-05-29,2,8026
2022-05-29,3,7998
2022-05-29,4,6797
2022-05-29,5,7559
2022-05-29,6,7592
2022-05-29,7,7549
2022-05-29,8,8238
2022-05-29,9,7970
2022-05-29,10,7973
2022-05-29,11,8071
2022-05-29,12,7769
2022-05-29,13,7869
2022-05-29,14,8421
2022-05-29,15,8411
2022-05-29,16,6662
2022-05-29,17,5862
2022-05-29,18,5937
2022-05-29,19,5726
2022-05-29,20,6665
2022-05-29,21,8295
2022-05-29,22,8252
2022-05-29,23,8313
2022-05-30,0,8027
2022-05-30,1,7611
2022-05-30,2,7675
2022-05-30,3,7422
2022-05-30,4,6394
2022-05-30,5,7158
2022-05-30,6,6995
2022-05-30,7,7626
2022-05-30,8,7679
2022-05-30,9,8047
2022-05-30,10,8176
2022-05-30,11,8343
2022-05-30,12,6932
2022-07-12,20,1620
